,district_x,name_x,address,city_x,phone,email,original_name_x,Match,rowid,school,district_y,street,city_y,state,zip,original_name_y,name_y,simple_name,district,participating,duped,score
458,LAUSD,21228-water-st-del-amo-elementary(lausd)--los-angeles-unified,21228 Water St,Carson,310-830-5351,No Data,Del Amo Elementary,"[('21228 water st del amo elementary lausd   los angeles unified', 90.0, '21228-water-st-del-amo-elementary(lausd)--los-angeles-unified')]",1520,Del Amo Elementary(LAUSD),Los Angeles Unified,21228 Water St.,Carson,CA,90745-1849,Del Amo Elementary(LAUSD),Del Amo Elementary,21228-water-st-del-amo-elementary(lausd)--los-angeles-unified,,True,False, 90.0
459,LAUSD,,4168 W Avenue 42,Los Angeles,323-255-0571,No Data,Delevan Drive Elementary,[],0,Delevan Drive Elementary (LAUSD),,,,,,,,,LAUSD,True,False,
460,LAUSD,,1620 W 162nd St,Gardena,310-327-9420,No Data,Denker Avenue Elementary,[],0,Denker Avenue Elementary (LAUSD),,,,,,,,,LAUSD,True,False,
461,LAUSD,,1620 W 162nd St,Gardena,310-327-9420,No Data,Denker Avenue Elementary DL Two-Way Im Korean,[],0,Denker Avenue Elementary DL Two-Way Im Korean (LAUSD),,,,,,,,,LAUSD,True,False,
462,LAUSD,19034-gault-st-diane-s-leichman-career-preparatory-and-transition-center(lausd)--los-angeles-unified,19034 Gault St,Reseda,818-881-5341,No Data,Diane S Leichman Career Preparatory and Transition Center,"[('19034 gault st diane s leichman career preparatory and transition center lausd   los angeles unified', 95.0, '19034-gault-st-diane-s-leichman-career-preparatory-and-transition-center(lausd)--los-angeles-unified')]",1526,Diane S. Leichman Career Preparatory and Transition Center(LAUSD),Los Angeles Unified,19034 Gault St.,Reseda,CA,91335-3910,Diane S. Leichman Career Preparatory and Transition Center(LAUSD),Diane S. Leichman Career Preparatory and Transition Center,19034-gault-st-diane-s-leichman-career-preparatory-and-transition-center(lausd)--los-angeles-unified,,True,False, 95.0
463,LAUSD,6100-south-central-ave-communication-and-technology-at-diego-rivera-learning-complex(lausd)--los-angeles-unified,6100 S Central Ave,Los Angeles,323-846-2118,No Data,Diego Rivera Learning Complex Communication & Technology,"[('6100 south central ave communication and technology at diego rivera learning complex lausd   los angeles unified', 93.78205128205127, '6100-south-central-ave-communication-and-technology-at-diego-rivera-learning-complex(lausd)--los-angeles-unified')]",1247,Communication and Technology at Diego Rivera Learning Complex(LAUSD),Los Angeles Unified,6100 South Central Ave.,Los Angeles,CA,90001-1133,Communication and Technology at Diego Rivera Learning Complex(LAUSD),Communication and Technology at Diego Rivera Learning Complex,6100-south-central-ave-communication-and-technology-at-diego-rivera-learning-complex(lausd)--los-angeles-unified,,True,False, 93.78205128205127
464,LAUSD,6100-south-central-ave-diego-rivera-learning-complex-green-design-steam-academy(lausd)--los-angeles-unified,6100 S Central Ave,Los Angeles,323-846-2108,No Data,Diego Rivera Learning Complex Green Design STEAM Academy,"[('6100 south central ave diego rivera learning complex green design steam academy lausd   los angeles unified', 93.8125, '6100-south-central-ave-diego-rivera-learning-complex-green-design-steam-academy(lausd)--los-angeles-unified')]",1527,Diego Rivera Learning Complex Green Design STEAM Academy(LAUSD),Los Angeles Unified,6100 South Central Ave.,Los Angeles,CA,90001-1133,Diego Rivera Learning Complex Green Design STEAM Academy(LAUSD),Diego Rivera Learning Complex Green Design STEAM Academy,6100-south-central-ave-diego-rivera-learning-complex-green-design-steam-academy(lausd)--los-angeles-unified,,True,False, 93.8125
465,LAUSD,,6100 S Central Ave,Los Angeles,323-846-2136,No Data,Diego Rivera Learning Complex Performing Arts,[],0,Diego Rivera Learning Complex Performing Arts (LAUSD),,,,,,,,,LAUSD,True,False,
466,LAUSD,6100-south-central-ave-public-service-community-at-diego-rivera-learning-complex(lausd)--los-angeles-unified,6100 S Central Ave,Los Angeles,323-846-2128,No Data,Diego Rivera Learning Complex Public Service Community,"[('6100 south central ave public service community at diego rivera learning complex lausd   los angeles unified', 93.78205128205127, '6100-south-central-ave-public-service-community-at-diego-rivera-learning-complex(lausd)--los-angeles-unified')]",1730,Public Service Community at Diego Rivera Learning Complex(LAUSD),Los Angeles Unified,6100 South Central Ave.,Los Angeles,CA,90001-1133,Public Service Community at Diego Rivera Learning Complex(LAUSD),Public Service Community at Diego Rivera Learning Complex,6100-south-central-ave-public-service-community-at-diego-rivera-learning-complex(lausd)--los-angeles-unified,,True,False, 93.78205128205127
467,LAUSD,4220-dixie-canyon-ave-dixie-canyon-community-charter(lausd)--los-angeles-unified,4220 Dixie Canyon Ave,Sherman Oaks,818-784-6283,No Data,Dixie Canyon Community Charter,"[('4220 dixie canyon ave dixie canyon community charter lausd   los angeles unified', 95.0, '4220-dixie-canyon-ave-dixie-canyon-community-charter(lausd)--los-angeles-unified')]",1935,Dixie Canyon Community Charter(LAUSD),Los Angeles Unified,4220 Dixie Canyon Ave.,Sherman Oaks,CA,91423-3904,Dixie Canyon Community Charter(LAUSD),Dixie Canyon Community Charter,4220-dixie-canyon-ave-dixie-canyon-community-charter(lausd)--los-angeles-unified,,True,False, 95.0
468,LAUSD,260-east-31st-st-dolores-huerta-elementary(lausd)--los-angeles-unified,260 E 31st St,Los Angeles,323-846-4820,No Data,Dolores Huerta Elementary School,"[('260 east 31st st dolores huerta elementary lausd   los angeles unified', 86.0, '260-east-31st-st-dolores-huerta-elementary(lausd)--los-angeles-unified')]",1936,Dolores Huerta Elementary(LAUSD),Los Angeles Unified,260 East 31st St.,Los Angeles,CA,90011-1910,Dolores Huerta Elementary(LAUSD),Dolores Huerta Elementary,260-east-31st-st-dolores-huerta-elementary(lausd)--los-angeles-unified,,True,False, 86.0
469,LAUSD,22526-dolores-st-dolores-street-elementary(lausd)--los-angeles-unified,22526 Dolores St,Carson,310-834-2565,No Data,Dolores Street Elementary,"[('22526 dolores st dolores street elementary lausd   los angeles unified', 95.0, '22526-dolores-st-dolores-street-elementary(lausd)--los-angeles-unified')]",1938,Dolores Street Elementary(LAUSD),Los Angeles Unified,22526 Dolores St.,Carson,CA,90745-3810,Dolores Street Elementary(LAUSD),Dolores Street Elementary,22526-dolores-st-dolores-street-elementary(lausd)--los-angeles-unified,,True,False, 95.0
470,LAUSD,21250-santa-fe-ave-dominguez-elementary(lausd)--los-angeles-unified,21250 Santa Fe Ave,Carson,310-835-7137,No Data,Dominguez Elementary,"[('21250 santa fe ave dominguez elementary lausd   los angeles unified', 95.0, '21250-santa-fe-ave-dominguez-elementary(lausd)--los-angeles-unified')]",1958,Dominguez Elementary(LAUSD),Los Angeles Unified,21250 Santa Fe Ave.,Carson,CA,90810-1446,Dominguez Elementary(LAUSD),Dominguez Elementary,21250-santa-fe-ave-dominguez-elementary(lausd)--los-angeles-unified,,True,False, 95.0
471,LAUSD,,21250 Santa Fe Ave,Carson,310-835-7137,No Data,Dominguez Elementary DL Two-Way Im Spanish,[],0,Dominguez Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
472,LAUSD,10601-south-grandee-ave-dorothy-v-johnson-community-day(lausd)--los-angeles-unified,10601 S Grandee Ave,Los Angeles,323-568-8400,No Data,Dorothy V Johnson Community Day School,"[('10601 south grandee ave dorothy v johnson community day lausd   los angeles unified', 87.81512605042016, '10601-south-grandee-ave-dorothy-v-johnson-community-day(lausd)--los-angeles-unified')]",1959,Dorothy V. Johnson Community Day(LAUSD),Los Angeles Unified,10601 South Grandee Ave.,Los Angeles,CA,90002-3676,Dorothy V. Johnson Community Day(LAUSD),Dorothy V. Johnson Community Day,10601-south-grandee-ave-dorothy-v-johnson-community-day(lausd)--los-angeles-unified,,True,False, 87.81512605042016
473,LAUSD,2225-dorris-pl-dorris-place-elementary(lausd)--los-angeles-unified,2225 Dorris Pl,Los Angeles,323-222-9185,No Data,Dorris Place Elementary,"[('2225 dorris pl dorris place elementary lausd   los angeles unified', 90.0, '2225-dorris-pl-dorris-place-elementary(lausd)--los-angeles-unified')]",1960,Dorris Place Elementary(LAUSD),Los Angeles Unified,2225 Dorris Pl.,Los Angeles,CA,90031-1161,Dorris Place Elementary(LAUSD),Dorris Place Elementary,2225-dorris-pl-dorris-place-elementary(lausd)--los-angeles-unified,,True,False, 90.0
474,LAUSD,,1081 W Temple St,Los Angeles,213-481-0371,No Data,Downtown Business Magnet,[],0,Downtown Business Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
475,LAUSD,,1081 W Temple St,Los Angeles,213-481-0371,,Downtown Computer Sci/Digital Media Arts/Eng Magnet,[],0,Downtown Computer Sci/Digital Media Arts/Eng Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
476,LAUSD,1017-west-47th-st-dr-james-edward-jones-primary-center(lausd)--los-angeles-unified,1017 W 47th St,Los Angeles,323-235-8911,No Data,Dr James Edward Jones Primary Center,"[('1017 west 47th st dr james edward jones primary center lausd   los angeles unified', 93.30357142857142, '1017-west-47th-st-dr-james-edward-jones-primary-center(lausd)--los-angeles-unified')]",1962,Dr. James Edward Jones Primary Center(LAUSD),Los Angeles Unified,1017 West 47th St.,Los Angeles,CA,90037-2913,Dr. James Edward Jones Primary Center(LAUSD),Dr. James Edward Jones Primary Center,1017-west-47th-st-dr-james-edward-jones-primary-center(lausd)--los-angeles-unified,,True,False, 93.30357142857142
477,LAUSD,1420-east-adams-blvd-dr-julian-nava-learning-academy(lausd)--los-angeles-unified,1420 E Adams Blvd,Los Angeles,323-846-2200,No Data,Dr Julian Nava Learning Academy,"[('1420 east adams blvd dr julian nava learning academy lausd   los angeles unified', 93.24074074074073, '1420-east-adams-blvd-dr-julian-nava-learning-academy(lausd)--los-angeles-unified')]",1963,Dr. Julian Nava Learning Academy(LAUSD),Los Angeles Unified,1420 East Adams Blvd.,Los Angeles,CA,90011-1820,Dr. Julian Nava Learning Academy(LAUSD),Dr. Julian Nava Learning Academy,1420-east-adams-blvd-dr-julian-nava-learning-academy(lausd)--los-angeles-unified,,True,False, 93.24074074074073
478,LAUSD,"1321-east-61st-st-dr-lawrence-h-moore-math,-science,-technology-academy(lausd)--los-angeles-unified",1321 E 61st St,Los Angeles,323-277-2310,No Data,Dr Lawrence H Moore Math Science Technology Academy,"[('1321 east 61st st dr lawrence h moore math  science  technology academy lausd   los angeles unified', 93.66197183098592, '1321-east-61st-st-dr-lawrence-h-moore-math,-science,-technology-academy(lausd)--los-angeles-unified')]",1964,"Dr. Lawrence H. Moore Math, Science, Technology Academy(LAUSD)",Los Angeles Unified,1321 East 61st St.,Los Angeles,CA,90001-1218,"Dr. Lawrence H. Moore Math, Science, Technology Academy(LAUSD)","Dr. Lawrence H. Moore Math, Science, Technology Academy","1321-east-61st-st-dr-lawrence-h-moore-math,-science,-technology-academy(lausd)--los-angeles-unified",,True,False, 93.66197183098592
479,LAUSD,300-east-53rd-st-dr-maya-angelou-community-high(lausd)--los-angeles-unified,300 E 53rd St,Los Angeles,323-846-4600,No Data,Dr Maya Angelou Community Senior High,"[('300 east 53rd st dr maya angelou community high lausd   los angeles unified', 86.85714285714286, '300-east-53rd-st-dr-maya-angelou-community-high(lausd)--los-angeles-unified')]",1965,Dr. Maya Angelou Community High(LAUSD),Los Angeles Unified,300 East 53rd St.,Los Angeles,CA,90011-4522,Dr. Maya Angelou Community High(LAUSD),Dr. Maya Angelou Community High,300-east-53rd-st-dr-maya-angelou-community-high(lausd)--los-angeles-unified,,True,False, 86.85714285714286
480,LAUSD,,8919 S Main St,Los Angeles,323-565-2960,No Data,Dr Owen Lloyd Knox Elementary DL Two-Way Im Spanish,[],0,Dr Owen Lloyd Knox Elementary DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
481,LAUSD,8919-south-main-st-dr-owen-lloyd-knox-elementary(lausd)--los-angeles-unified,8919 S Main St,Los Angeles,323-565-2960,No Data,Dr Owen Lloyd Knox Elementary School,"[('8919 south main st dr owen lloyd knox elementary lausd   los angeles unified', 86.85714285714286, '8919-south-main-st-dr-owen-lloyd-knox-elementary(lausd)--los-angeles-unified')]",1966,Dr. Owen Lloyd Knox Elementary(LAUSD),Los Angeles Unified,8919 South Main St.,Los Angeles,CA,90003-3718,Dr. Owen Lloyd Knox Elementary(LAUSD),Dr. Owen Lloyd Knox Elementary,8919-south-main-st-dr-owen-lloyd-knox-elementary(lausd)--los-angeles-unified,,True,False, 86.85714285714286
482,LAUSD,,8919 S Main St,Los Angeles,323-565-2960,No Data,Dr Owen Lloyd Knox Elementary Visual/Performing Arts Magnet,[],0,Dr Owen Lloyd Knox Elementary Visual/Performing Arts Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
483,LAUSD,1111-figueroa-pl-dr-richard-a-vladovic-harbor-teacher-preparation-academy(lausd)--los-angeles-unified,1111 Figueroa Pl,Wilmington,310-834-3932,No Data,Dr Richard A Vladovic Harbor Teacher Preparation Academy,"[('1111 figueroa pl dr richard a vladovic harbor teacher preparation academy lausd   los angeles unified', 95.0, '1111-figueroa-pl-dr-richard-a-vladovic-harbor-teacher-preparation-academy(lausd)--los-angeles-unified')]",1967,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy(LAUSD),Los Angeles Unified,1111 Figueroa Pl.,Wilmington,CA,90744-2311,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy(LAUSD),Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,1111-figueroa-pl-dr-richard-a-vladovic-harbor-teacher-preparation-academy(lausd)--los-angeles-unified,,True,False, 95.0
484,LAUSD,3600-council-st-dr-sammy-lee-medical-and-health-science-magnet-elementary(lausd)--los-angeles-unified,3600 Council St,Los Angeles,213-368-8775,No Data,Dr Sammy Lee Elementary Medical and Health Science Magnet,"[('3600 council st dr sammy lee medical and health science magnet elementary lausd   los angeles unified', 95.0, '3600-council-st-dr-sammy-lee-medical-and-health-science-magnet-elementary(lausd)--los-angeles-unified')]",1968,Dr. Sammy Lee Medical and Health Science Magnet Elementary(LAUSD),Los Angeles Unified,3600 Council St.,Los Angeles,CA,90004-4840,Dr. Sammy Lee Medical and Health Science Magnet Elementary(LAUSD),Dr. Sammy Lee Medical and Health Science Magnet Elementary,3600-council-st-dr-sammy-lee-medical-and-health-science-magnet-elementary(lausd)--los-angeles-unified,,True,False, 95.0
485,LAUSD,3737-south-figueroa-st-dr-theodore-t-alexander-jr-science-center(lausd)--los-angeles-unified,3737 S Figueroa St,Los Angeles,213-746-1995,No Data,Dr Theodore T Alexander Jr Science Center School,"[('3737 south figueroa st dr theodore t alexander jr science center lausd   los angeles unified', 88.75912408759123, '3737-south-figueroa-st-dr-theodore-t-alexander-jr-science-center(lausd)--los-angeles-unified')]",2304,Dr. Theodore T. Alexander Jr. Science Center(LAUSD),Los Angeles Unified,3737 South Figueroa St.,Los Angeles,CA,90007-4366,Dr. Theodore T. Alexander Jr. Science Center(LAUSD),Dr. Theodore T. Alexander Jr. Science Center,3737-south-figueroa-st-dr-theodore-t-alexander-jr-science-center(lausd)--los-angeles-unified,,True,False, 88.75912408759123
486,LAUSD,,3737 S Figueroa St,Los Angeles,213-746-1995,,Dr Theodore T Alexander Jr Science Ctr DL Two-Way Im Spanish,[],0,Dr Theodore T Alexander Jr Science Ctr DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
487,LAUSD,,1541 W 110th St,Los Angeles,323-418-4130,No Data,Duke Ellington Continuation High,[],0,Duke Ellington Continuation High (LAUSD),,,,,,,,,LAUSD,True,False,
488,LAUSD,14500-dyer-st-dyer-street-elementary(lausd)--los-angeles-unified,14500 Dyer St,Sylmar,818-367-1932,No Data,Dyer Street Elementary,"[('14500 dyer st dyer street elementary lausd   los angeles unified', 90.0, '14500-dyer-st-dyer-street-elementary(lausd)--los-angeles-unified')]",2172,Dyer Street Elementary(LAUSD),Los Angeles Unified,14500 Dyer St.,Sylmar,CA,91342-5114,Dyer Street Elementary(LAUSD),Dyer Street Elementary,14500-dyer-st-dyer-street-elementary(lausd)--los-angeles-unified,,True,False, 90.0
489,LAUSD,2057-fair-park-ave-eagle-rock-elementary(lausd)--los-angeles-unified,2057 Fair Park Ave,Los Angeles,323-254-6851,No Data,Eagle Rock Elementary,"[('2057 fair park ave eagle rock elementary lausd   los angeles unified', 95.0, '2057-fair-park-ave-eagle-rock-elementary(lausd)--los-angeles-unified')]",2174,Eagle Rock Elementary(LAUSD),Los Angeles Unified,2057 Fair Park Ave.,Los Angeles,CA,90041-1999,Eagle Rock Elementary(LAUSD),Eagle Rock Elementary,2057-fair-park-ave-eagle-rock-elementary(lausd)--los-angeles-unified,,True,False, 95.0
490,LAUSD,,2057 Fair Park Ave,Los Angeles,323-254-6851,No Data,Eagle Rock Elementary Gifted Magnet,[],0,Eagle Rock Elementary Gifted Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
491,LAUSD,,2057 Fair Park Ave,Los Angeles,323-254-6851,No Data,Eagle Rock Elementary Highly Gifted Magnet,[],0,Eagle Rock Elementary Highly Gifted Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
492,LAUSD,1750-yosemite-dr-eagle-rock-high(lausd)--los-angeles-unified,1750 Yosemite Dr,Los Angeles,323-340-3500,No Data,Eagle Rock High School,"[('1750 yosemite dr eagle rock high lausd   los angeles unified', 86.98795180722891, '1750-yosemite-dr-eagle-rock-high(lausd)--los-angeles-unified')]",1354,Eagle Rock High(LAUSD),Los Angeles Unified,1750 Yosemite Dr.,Los Angeles,CA,90041-2815,Eagle Rock High(LAUSD),Eagle Rock High,1750-yosemite-dr-eagle-rock-high(lausd)--los-angeles-unified,,True,False, 86.98795180722891
493,LAUSD,,1750 Yosemite Dr,Los Angeles,323-340-3500,,Eagle Rock High School Gifted Magnet,[],0,Eagle Rock High School Gifted Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
494,LAUSD,22628-south-main-st-eagle-tree-continuation(lausd)--los-angeles-unified,22628 S Main St,Carson,310-549-0970,No Data,Eagle Tree Continuation High,"[('22628 south main st eagle tree continuation lausd   los angeles unified', 87.84946236559139, '22628-south-main-st-eagle-tree-continuation(lausd)--los-angeles-unified')]",1355,Eagle Tree Continuation(LAUSD),Los Angeles Unified,22628 South Main St.,Carson,CA,90745-4514,Eagle Tree Continuation(LAUSD),Eagle Tree Continuation,22628-south-main-st-eagle-tree-continuation(lausd)--los-angeles-unified,,True,False, 87.84946236559139
495,LAUSD,400-west-washington-blvd-early-college-academy-la-trade-tech-college(lausd)--los-angeles-unified,400 W Washington Blvd,Los Angeles,213-763-3685,No Data,Early College Academy - LA Trade Tech College,"[('400 west washington blvd early college academy la trade tech college lausd   los angeles unified', 93.46774193548387, '400-west-washington-blvd-early-college-academy-la-trade-tech-college(lausd)--los-angeles-unified')]",1356,Early College Academy-LA Trade Tech College(LAUSD),Los Angeles Unified,400 West Washington Blvd.,Los Angeles,CA,90015-4108,Early College Academy-LA Trade Tech College(LAUSD),Early College Academy-LA Trade Tech College,400-west-washington-blvd-early-college-academy-la-trade-tech-college(lausd)--los-angeles-unified,,True,False, 93.46774193548387
496,LAUSD,5525-vineland-ave-east-valley-senior-high(lausd)--los-angeles-unified,5525 Vineland Ave,North Hollywood,818-753-4400,No Data,East Valley Senior High,"[('5525 vineland ave east valley senior high lausd   los angeles unified', 95.0, '5525-vineland-ave-east-valley-senior-high(lausd)--los-angeles-unified')]",1359,East Valley Senior High(LAUSD),Los Angeles Unified,5525 Vineland Ave.,North Hollywood,CA,91601-2730,East Valley Senior High(LAUSD),East Valley Senior High,5525-vineland-ave-east-valley-senior-high(lausd)--los-angeles-unified,,True,False, 95.0
497,LAUSD,4112-east-olympic-blvd-eastman-avenue-elementary(lausd)--los-angeles-unified,4112 E Olympic Blvd,Los Angeles,323-269-0456,No Data,Eastman Avenue Elementary,"[('4112 east olympic blvd eastman avenue elementary lausd   los angeles unified', 93.1, '4112-east-olympic-blvd-eastman-avenue-elementary(lausd)--los-angeles-unified')]",1407,Eastman Avenue Elementary(LAUSD),Los Angeles Unified,4112 East Olympic Blvd.,Los Angeles,CA,90023-3313,Eastman Avenue Elementary(LAUSD),Eastman Avenue Elementary,4112-east-olympic-blvd-eastman-avenue-elementary(lausd)--los-angeles-unified,,True,False, 93.1
498,LAUSD,,4112 E Olympic Blvd,Los Angeles,323-269-0456,No Data,Eastman Avenue Elementary DL One & Two-Way Im Spanish,[],0,Eastman Avenue Elementary DL One & Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
499,LAUSD,,1200 W Colton St,Los Angeles,213-580-6400,,Edward R Roybal LC Innov Cine Arts/Music Prod Magnet,[],0,Edward R Roybal LC Innov Cine Arts/Music Prod Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
500,LAUSD,1200-west-colton-st-edward-r-roybal-learning-center(lausd)--los-angeles-unified,1200 W Colton St,Los Angeles,213-580-6400,No Data,Edward R Roybal Learning Center,"[('1200 west colton st edward r roybal learning center lausd   los angeles unified', 93.2075471698113, '1200-west-colton-st-edward-r-roybal-learning-center(lausd)--los-angeles-unified')]",2218,Edward R. Roybal Learning Center(LAUSD),Los Angeles Unified,1200 West Colton St.,Los Angeles,CA,90026-5816,Edward R. Roybal Learning Center(LAUSD),Edward R. Roybal Learning Center,1200-west-colton-st-edward-r-roybal-learning-center(lausd)--los-angeles-unified,,True,False, 93.2075471698113
501,LAUSD,,1650 E 104th St,Los Angeles,323-568-5500,No Data,Edwin Markham Middle School,[],0,Edwin Markham Middle School (LAUSD),,,,,,,,,LAUSD,True,False,
502,LAUSD,,1650 E 104th St,Los Angeles,323-568-5500,,Edwin Markham Middle School Health Careers Magnet,[],0,Edwin Markham Middle School Health Careers Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
503,LAUSD,,1650 E 104th St,Los Angeles,323-568-5500,,Edwin Markham Middle School Visual/Performing Arts Magnet,[],0,Edwin Markham Middle School Visual/Performing Arts Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
504,LAUSD,12749-el-dorado-ave-el-dorado-avenue-elementary(lausd)--los-angeles-unified,12749 El Dorado Ave,Sylmar,818-367-5816,No Data,El Dorado Avenue Elementary,"[('12749 el dorado ave el dorado avenue elementary lausd   los angeles unified', 95.0, '12749-el-dorado-ave-el-dorado-avenue-elementary(lausd)--los-angeles-unified')]",2242,El Dorado Avenue Elementary(LAUSD),Los Angeles Unified,12749 El Dorado Ave.,Sylmar,CA,91342-3704,El Dorado Avenue Elementary(LAUSD),El Dorado Avenue Elementary,12749-el-dorado-ave-el-dorado-avenue-elementary(lausd)--los-angeles-unified,,True,False, 95.0
505,LAUSD,12230-el-oro-way-el-oro-way-charter-for-enriched-studies(lausd)--los-angeles-unified,12230 El Oro Way,Granada Hills,818-360-2288,No Data,El Oro Way Charter for Enriched Studies,"[('12230 el oro way el oro way charter for enriched studies lausd   los angeles unified', 95.0, '12230-el-oro-way-el-oro-way-charter-for-enriched-studies(lausd)--los-angeles-unified')]",2243,El Oro Way Charter For Enriched Studies(LAUSD),Los Angeles Unified,12230 El Oro Way,Granada Hills,CA,91344-1600,El Oro Way Charter For Enriched Studies(LAUSD),El Oro Way Charter For Enriched Studies,12230-el-oro-way-el-oro-way-charter-for-enriched-studies(lausd)--los-angeles-unified,,True,False, 95.0
506,LAUSD,3838-rosemead-ave-el-sereno-elementary(lausd)--los-angeles-unified,3838 Rosemead Ave,Los Angeles,323-222-3389,No Data,El Sereno Elementary,"[('3838 rosemead ave el sereno elementary lausd   los angeles unified', 90.0, '3838-rosemead-ave-el-sereno-elementary(lausd)--los-angeles-unified')]",2244,El Sereno Elementary(LAUSD),Los Angeles Unified,3838 Rosemead Ave.,Los Angeles,CA,90032-1044,El Sereno Elementary(LAUSD),El Sereno Elementary,3838-rosemead-ave-el-sereno-elementary(lausd)--los-angeles-unified,,True,False, 90.0
507,LAUSD,,2839 N Eastern Ave,Los Angeles,323-224-4700,No Data,El Sereno Middle School,[],0,El Sereno Middle School (LAUSD),,,,,,,,,LAUSD,True,False,
508,LAUSD,,2839 N Eastern Ave,Los Angeles,323-224-4700,,El Sereno Middle School Env Sci/Humanitarian Magnet,[],0,El Sereno Middle School Env Sci/Humanitarian Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
509,LAUSD,,2839 N Eastern Ave,Los Angeles,323-224-4700,No Data,El Sereno Middle School Gifted Magnet,[],0,El Sereno Middle School Gifted Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
510,LAUSD,,2839 N Eastern Ave,Los Angeles,323-224-4700,,El Sereno Middle School Science/Tech/Math Magnet,[],0,El Sereno Middle School Science/Tech/Math Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
511,LAUSD,,10001 Jumilla Ave,Chatsworth,213-239-5656,No Data,Elementary Community Day School,[],0,Elementary Community Day School (LAUSD),,,,,,,,,LAUSD,True,False,
512,LAUSD,,4811 Elizabeth St,Cudahy,323-271-3600,,Elizabeth LC DL Two-Way Im Arabic,[],0,Elizabeth LC DL Two-Way Im Arabic (LAUSD),,,,,,,,,LAUSD,True,False,
513,LAUSD,4811-elizabeth-st-elizabeth-learning-center(lausd)--los-angeles-unified,4811 Elizabeth St,Cudahy,323-271-3600,No Data,Elizabeth Learning Center,"[('4811 elizabeth st elizabeth learning center lausd   los angeles unified', 95.0, '4811-elizabeth-st-elizabeth-learning-center(lausd)--los-angeles-unified')]",2246,Elizabeth Learning Center(LAUSD),Los Angeles Unified,4811 Elizabeth St.,Cudahy,CA,90201-5205,Elizabeth Learning Center(LAUSD),Elizabeth Learning Center,4811-elizabeth-st-elizabeth-learning-center(lausd)--los-angeles-unified,,True,False, 95.0
514,LAUSD,,5027 Live Oak St,Cudahy,323-869-1300,,Ellen Ochoa LC DL Two-Way Im Spanish,[],0,Ellen Ochoa LC DL Two-Way Im Spanish (LAUSD),,,,,,,,,LAUSD,True,False,
515,LAUSD,5027-live-oak-st-ellen-ochoa-learning-center(lausd)--los-angeles-unified,5027 Live Oak St,Cudahy,323-869-1300,No Data,Ellen Ochoa Learning Center,"[('5027 live oak st ellen ochoa learning center lausd   los angeles unified', 95.0, '5027-live-oak-st-ellen-ochoa-learning-center(lausd)--los-angeles-unified')]",2247,Ellen Ochoa Learning Center(LAUSD),Los Angeles Unified,5027 Live Oak St.,Cudahy,CA,90201-4428,Ellen Ochoa Learning Center(LAUSD),Ellen Ochoa Learning Center,5027-live-oak-st-ellen-ochoa-learning-center(lausd)--los-angeles-unified,,True,False, 95.0
516,LAUSD,,1562 Baxter St,Los Angeles,323-665-6315,No Data,Elysian Heights Elementary Arts Magnet,[],0,Elysian Heights Elementary Arts Magnet (LAUSD),,,,,,,,,LAUSD,True,False,
517,LAUSD,17931-hatteras-st-emelita-street-elementary(lausd)--los-angeles-unified,17931 Hatteras St,Encino,818-342-6353,No Data,Emelita Street Elementary,"[('17931 hatteras st emelita street elementary lausd   los angeles unified', 95.0, '17931-hatteras-st-emelita-street-elementary(lausd)--los-angeles-unified')]",1639,Emelita Street Elementary(LAUSD),Los Angeles Unified,17931 Hatteras St.,Encino,CA,91316-1037,Emelita Street Elementary(LAUSD),Emelita Street Elementary,17931-hatteras-st-emelita-street-elementary(lausd)--los-angeles-unified,,True,False, 95.0
518,LAUSD,1650-selby-ave-emerson-community-charter(lausd)--los-angeles-unified,1650 Selby Ave,Los Angeles,310-234-3100,No Data,Emerson Community Charter,"[('1650 selby ave emerson community charter lausd   los angeles unified', 95.0, '1650-selby-ave-emerson-community-charter(lausd)--los-angeles-unified')]",1640,Emerson Community Charter(LAUSD),Los Angeles Unified,1650 Selby Ave.,Los Angeles,CA,90024-5716,Emerson Community Charter(LAUSD),Emerson Community Charter,1650-selby-ave-emerson-community-charter(lausd)--los-angeles-unified,,True,False, 95.0
