id,california_oid,phone,participating,rowid,school,district_y,address_y,status,latitude,longitude,Match
1633,196473132282,323-285-1441,True,525,Ednovate - East College Prep (Ednovate District),Ednovate District,3825 North Mission Rd.,Active,34.070120,-118.199685,"[('3825 north mission rd ednovate   east college prep lausd', 95.0, '3825-north-mission-rd-ednovate - east college prep-lausd')]"
1634,1919127498,(310) 793-0157,True,853,Environmental Charter Middle - Inglewood (Independent Charter Schools District),Independent Charter Schools District,3600 West Imperial Hwy.,Active,33.930642,-118.335892,"[('3600 west imperial hwy environmental charter middle   inglewood los angeles county office of education', 87.04918032786885, '3600-west-imperial-hwy-environmental charter middle - inglewood-los-angeles-county-office-of-education')]"
1635,1964731359,(213) 413-5741,True,867,Gabriella Charter 2 (Independent Charter Schools District),Independent Charter Schools District,3736 Trinity St.,Active,34.012100,-118.269364,"[('3736 trinity st gabriella charter 2 lausd', 95.0, '3736-trinity-st-gabriella charter 2-lausd')]"
1636,1964731196,(323) 290-6975,True,759,ICEF View Park Preparatory High (ICEF Public Schools District),ICEF Public Schools District,5701 South Crenshaw Blvd.,Active,33.989720,-118.331079,"[('5701 south crenshaw blvd icef view park preparatory high lausd', 95.0, '5701-south-crenshaw-blvd-icef view park preparatory high-lausd')]"
1637,nan,(213) 487-0600,True,814,Los Angeles Academy of Arts and Enterprise (Independent Charter Schools District),Independent Charter Schools District,1200 West Colton St.,,,,[]
1638,196473137562,(323) 817-6550,True,788,Matrix for Success Academy (Independent Charter Schools District),Independent Charter Schools District,1010 East 34th St.,Active,34.012475,-118.257690,"[('1010 east 34th st matrix for success academy lausd', 95.0, '1010-east-34th-st-matrix for success academy-lausd')]"
1639,19190776,(818) 368-1557 X 2215,True,838,North Valley Military Institute College Preparatory Academy (Independent Charter Schools District),Independent Charter Schools District,12105 Allegheny St.,Active,34.234622,-118.396563,"[('12105 allegheny st north valley military institute college preparatory academy los angeles county office of education', 90.0, '12105-allegheny-st-north valley military institute college preparatory academy-los-angeles-county-office-of-education')]"
1640,1964731226,(213) 481-3200,True,27,Para Los Ninos - Evelyn Thurman Gratts Primary (Para Los Ninos Charter District),Para Los Ninos Charter District,474 South Hartford Ave.,Active,34.056466,-118.263965,"[('474 south hartford ave para los niã os   evelyn thurman gratts primary lausd', 92.3076923076923, '474-south-hartford-ave-para los niã±os - evelyn thurman gratts primary-lausd')]"
1642,1964731397,(760) 898-2715,True,796,Scholarship Prep - South Bay (Independent Charter Schools District),Independent Charter Schools District,24910 S. Avalon Blvd.,Active,33.799742,-118.263608,"[('24910 s avalon blvd scholarship prep   south bay lausd', 95.0, '24910-s-avalon-blvd-scholarship prep - south bay-lausd')]"
1643,196473319715,(818) 896-7461,True,863,Vaughn Next Century Learning Center (Independent Charter Schools District),Independent Charter Schools District,13330 Vaughn St.,Active,34.279674,-118.420948,"[('13330 vaughn st vaughn next century learning center lausd', 95.0, '13330-vaughn-st-vaughn next century learning center-lausd')]"
1644,196473137521,(323) 570-2915,True,858,Vox Collegiate of Los Angeles (Independent Charter Schools District),Independent Charter Schools District,1100 West Manchester Ave.,Active,33.959629,-118.294183,"[('1100 west manchester ave vox collegiate of los angeles lausd', 95.0, '1100-west-manchester-ave-vox collegiate of los angeles-lausd')]"
1645,nan,(323) 750-7035,True,31,YouthBuild - Avalon (YouthBuild Charter Schools of Los Angeles),YouthBuild Charter Schools of Los Angeles,920 S. Avalon Blvd.,,,,[]
1646,nan,(818) 704-7884,True,3141,YouthBuild - Canoga Park (YouthBuild Charter Schools of Los Angeles),YouthBuild Charter Schools of Los Angeles,6925 Canoga Ave.,,,,[]
1647,nan,(323) 235-4243,True,3151,YouthBuild - Youth Justice Coalition (YouthBuild Charter Schools of Los Angeles),YouthBuild Charter Schools of Los Angeles,7625 S. Central Ave.,,,,[]
1648,nan,(310) 631-2000,True,3142,YouthBuild - Compton (YouthBuild Charter Schools of Los Angeles),YouthBuild Charter Schools of Los Angeles,1108 N. Oleander Avenue,,,,[]
1649,nan,(323) 887-2500,True,3143,YouthBuild - East LA (YouthBuild Charter Schools of Los Angeles),YouthBuild Charter Schools of Los Angeles,"110 S. Garfield Ave., Suite 100",,,,[]
1650,nan,(626) 444-5337,True,3144,YouthBuild - El Monte (YouthBuild Charter Schools of Los Angeles),YouthBuild Charter Schools of Los Angeles,3041 Peck Rd.,,,,[]
1651,nan,(310) 225-3060,True,3146,YouthBuild - Lennox (YouthBuild Charter Schools of Los Angeles),YouthBuild Charter Schools of Los Angeles,5021 Lennox Blvd.,,,,[]
1652,nan,(909) 397-9955,True,3149,YouthBuild - Pomona (YouthBuild Charter Schools of Los Angeles),YouthBuild Charter Schools of Los Angeles,305 E Arrow Hwy.,,,,[]
1653,nan,(323) 642-7765,True,31,YouthBuild - South LA (YouthBuild Charter Schools of Los Angeles),YouthBuild Charter Schools of Los Angeles,400 West Washington Blvd.,,,,[]
1654,196444419321,(310) 842-4200,True,4,Culver City High (Culver City Unified),Culver City Unified,4401 Elenda St.,Active,34.007671,-118.402076,"[('4401 elenda st culver city high culver city unified', 90.0, '4401-elenda-st-culver city high-culver-city-unified')]"
1655,1964444578,(310) 842-4200 x3335,True,441,Culver City Middle (Culver City Unified),Culver City Unified,4601 Elenda St.,Active,34.007036,-118.401019,"[('4601 elenda st culver city middle culver city unified', 90.0, '4601-elenda-st-culver city middle-culver-city-unified')]"
1656,196473318519,323-756-9206,True,55,One Hundred Ninth Street/ 109th St.Elementary (LAUSD),Los Angeles Unified,10915 South McKinley Ave.,Active,33.936944,-118.260881,"[('10915 south mckinley ave one hundred ninth street elementary lausd', 88.88888888888889, '10915-south-mckinley-ave-one hundred ninth street elementary-lausd')]"
1659,196473318576,323-757-8117,True,,One Hundred Twenty-Second Street /122nd St. Elementary (LAUSD),Los Angeles Unified,405 East 122nd St.,Active,33.921344,-118.266634,"[('405 east 122nd st one hundred twenty second street elementary lausd', 95.0, '405-east-122nd-st-one hundred twenty-second street elementary-lausd')]"
1661,1964733185,310-324-4454,True,58,One Hundred Thirty-Fifth Street/135th St. Elementary (LAUSD),Los Angeles Unified,801 West 135th St.,Active,33.909205,-118.289405,"[('801 west 135th st one hundred thirty fifth street elementary lausd', 95.0, '801-west-135th-st-one hundred thirty-fifth street elementary-lausd')]"
1663,1964733181,310-323-1029,True,54,One Hundred Fifty-Third Street/153rd Street (LAUSD),Los Angeles Unified,1605 West 153rd St.,Active,33.892902,-118.304931,"[('1605 west 153rd st one hundred fifty third street lausd', 95.0, '1605-west-153rd-st-one hundred fifty-third street-lausd')]"
1666,196473319616,310-830-8710,True,1388,Two Hundred Thirty-Second Place/232nd Pl. (LAUSD),Los Angeles Unified,23240 Archibald Ave.,Active,33.814552,-118.282651,"[('23240 archibald ave two hundred thirty second place lausd', 90.5982905982906, '23240-archibald-ave-two hundred thirty-second place-lausd')]"
1694,nan,818-761-5115,True,1243,Colfax Charter Elementary(LAUSD),Los Angeles Unified,11724 Addison St.,,,,[]
1709,nan,323-654-1930,True,1278,Laurel Cinematic Arts Creative Tech Magnet(LAUSD),Los Angeles Unified,925 North Hayworth Ave.,,,,[]
1719,nan,323-269-0786,True,276,Monterey High (Continuation) (Burbank Unified),Burbank Unified,1915 Monterey Ave.,,,,[]
1722,1964733580,818-678-5100,True,16,Northridge Middle(LAUSD),Los Angeles Unified,17960 Chase St.,Active,34.224558,-118.524852,"[('17960 chase st northridge middle lausd', 95.0, '17960-chase-st-northridge middle-lausd')]"
1725,1964736997,213-765-2088,True,1338,Orthopaedic Hospital(LAUSD),Los Angeles Unified,300 West 23rd St.,Active,34.029031,-118.270627,"[('300 west 23rd st orthopaedic hospital lausd', 95.0, '300-west-23rd-st-orthopaedic hospital-lausd')]"
1733,nan,323-223-3258,True,1456,Pueblo de Los Angeles Continuation(LAUSD),Los Angeles Unified,2506 Alta St.,,,,[]
1750,1964733610,818-255-5100,True,1943,Sun Valley Magnet(LAUSD),Los Angeles Unified,7330 Bakman Ave.,Active,34.203585,-118.377843,"[('7330 bakman ave sun valley magnet lausd', 95.0, '7330-bakman-ave-sun valley magnet-lausd')]"
1764,19647331938612,818-227-3600,True,1876,William Howard Taft Charter High School(LAUSD),Los Angeles Unified,5461 Winnetka Ave.,Active,34.169390,-118.571030,"[('5461 winnetka ave taft charter high lausd', 87.5, '5461-winnetka-ave-taft charter high-lausd')]"
1767,196472515366,(562) 421-3754,True,15,Henry (Long Beach Unified),Long Beach Unified,3720 Canehill Ave.,Active,33.825579,-118.110370,"[('3720 canehill ave henry long beach unified', 90.0, '3720-canehill-ave-henry-long-beach-unified')]"
1768,nan,(562) 426-0470,True,19,Hudson K-8 (Long Beach Unified),Long Beach Unified,2335 Webster Ave.,,,,[]
1769,nan,(562) 492-6003,True,1134,Robinson Academy (Long Beach Unified),Long Beach Unified,2750 Pine Ave.,,,,[]
1771,nan,,True,1144,Woodrow Wilson High School (Long Beach Unified),Long Beach Unified,4400 E. 10th St.,,,,[]
1772,19647336987523,(818) 739-5231,True,843,Northpoint School (Independent Charter Schools District),Independent Charter Schools District,9650 Zelzah Ave.,Active,34.246264,-118.522535,"[('9650 zelzah ave northpoint school and intensive outpatient lausd', 90.0, '9650-zelzah-ave-northpoint school and intensive outpatient-lausd')]"
1773,1964212961,(562) 229-7900,,1,Palms Elementary (ABC Unified),ABC Unified,12445 East 207th St.,Active,33.842391,-118.066517,"[('12445 east 207th st palms elementary abc unified', 95.0, '12445-east-207th-st-palms elementary-abc-unified')]"
1774,196421257442,(562) 229-7785,,2,Ross (Faye) Middle (ABC Unified),ABC Unified,17707 Elaine Ave.,Active,33.870971,-118.076904,"[('17707 elaine ave ross  faye  middle abc unified', 95.0, '17707-elaine-ave-ross (faye) middle-abc-unified')]"
1775,196421266716,(562) 229-7905,,3,Stowers(Cecil B.) Elementary (ABC Unified),ABC Unified,13350 Beach St.,Active,33.876365,-118.045809,"[('13350 beach st stowers cecil b   elementary abc unified', 95.0, '13350-beach-st-stowers(cecil b.) elementary-abc-unified')]"
1776,196421257459,(562) 229-7795,,4,Tetzlaff (Martin B.) Middle (ABC Unified),ABC Unified,12351 East Del Amo Blvd.,Active,33.846233,-118.068570,"[('12351 east del amo blvd tetzlaff  martin b   middle abc unified', 95.0, '12351-east-del-amo-blvd-tetzlaff (martin b.) middle-abc-unified')]"
1777,nan,,,5,Tracy (Wilbur) High (Continuation) (ABC Unified),ABC Unified,12222 Cuesta Dr.,,,,[]
1778,196421269368,(562) 865-0281,,6,Valley Christian High School (ABC Unified),ABC Unified,17700 Dumont Ave.,Active,33.870433,-118.103478,"[('17700 dumont ave valley christian high school abc unified', 95.0, '17700-dumont-ave-valley christian high school-abc-unified')]"
1779,196421219318,(562) 229-7745,,7,Whitney (Gretchen) High (ABC Unified),ABC Unified,16800 Shoemaker Ave.,Active,33.878999,-118.055114,"[('16800 shoemaker ave whitney  gretchen  high abc unified', 95.0, '16800-shoemaker-ave-whitney (gretchen) high-abc-unified')]"
1780,1964212995,(562) 229-7910,,8,Willow Elementary (ABC Unified),ABC Unified,11733 East 205th St.,Active,33.844288,-118.083458,"[('11733 east 205th st willow elementary abc unified', 95.0, '11733-east-205th-st-willow elementary-abc-unified')]"
1781,196421293447,(562) 229-7915,,9,Wittmann (Helen) Elementary (ABC Unified),ABC Unified,16801 Yvette Ave.,Active,33.878028,-118.057479,"[('16801 yvette ave wittmann  helen  elementary abc unified', 95.0, '16801-yvette-ave-wittmann (helen) elementary-abc-unified')]"
1782,196421219346,(562) 229-7960,,,ABC Adult (ABC Unified),ABC Unified,12254 Cuesta Dr.,Active,33.878924,-118.071286,"[('12254 cuesta dr abc adult abc unified', 95.0, '12254-cuesta-dr-abc adult-abc-unified')]"
1783,19642121995596,(562) 229-7768,,11,ABC Secondary (Alternative) (ABC Unified),ABC Unified,16534 South Carmenita Rd.,Active,33.881547,-118.046358,"[('16534 south carmenita rd abc secondary  abc unified', 86.27450980392157, '16534-south-carmenita-rd-abc secondary -abc-unified')]"
1784,1964212862,(562) 229-7825,,12,Aloha Elementary (ABC Unified),ABC Unified,11737 East 214th St.,Active,33.835176,-118.083725,"[('11737 east 214th st aloha elementary abc unified', 95.0, '11737-east-214th-st-aloha elementary-abc-unified')]"
1785,196421219361,(562) 229-7700,,13,Artesia High (ABC Unified),ABC Unified,12108 East Del Amo Blvd.,Active,33.845962,-118.074404,"[('12108 east del amo blvd artesia high abc unified', 95.0, '12108-east-del-amo-blvd-artesia high-abc-unified')]"
1786,196421271369,(562) 229-7830,,14,Bragg Elementary (ABC Unified),ABC Unified,11501 Bos St.,Active,33.855106,-118.089062,"[('11501 bos st bragg elementary abc unified', 95.0, '11501-bos-st-bragg elementary-abc-unified')]"
1787,1964212953,(562) 229-7835,,15,Burbank (Luther) Elementary (ABC Unified),ABC Unified,17711 Roseton Ave.,Active,33.868839,-118.086673,"[('17711 roseton ave burbank  luther  elementary abc unified', 95.0, '17711-roseton-ave-burbank (luther) elementary-abc-unified')]"
1788,1964212668,(562) 229-7775,,16,Carmenita Middle (ABC Unified),ABC Unified,13435 East 166th St.,Active,33.880705,-118.045567,"[('13435 east 166th st carmenita middle abc unified', 95.0, '13435-east-166th-st-carmenita middle-abc-unified')]"
1789,19642124,(562) 229-7840,,17,Carver (Charles J.) Elementary (Cerritos) (ABC Unified),ABC Unified,19200 East Ely St.,Active,33.856100,-118.068540,"[('19200 east ely st carver  charles j   elementary abc unified', 86.36363636363636, '19200-east-ely-st-carver (charles j.) elementary-abc-unified')]"
1790,196421268274,(562) 229-7845,,18,Cerritos Elementary (Cerritos) (ABC Unified),ABC Unified,13600 East 183rd St.,Active,33.865877,-118.041993,"[('13600 east 183rd st cerritos elementary abc unified', 95.0, '13600-east-183rd-st-cerritos elementary-abc-unified')]"
1791,196421219056,(562) 229-7715,,19,Cerritos High (ABC Unified),ABC Unified,12500 East 183rd St.,Active,33.865464,-118.064791,"[('12500 east 183rd st cerritos high abc unified', 95.0, '12500-east-183rd-st-cerritos high-abc-unified')]"
1792,1964212987,(562) 229-7850,,,Elliott (William F) Elementary (ABC Unified),ABC Unified,18415 Cortner Ave.,Active,33.864919,-118.069859,"[('18415 cortner ave elliott  william f  elementary abc unified', 95.0, '18415-cortner-ave-elliott (william f) elementary-abc-unified')]"
1793,196421261238,(562) 229-7805,,21,Fedde (Pharis F.) Middle (ABC Unified),ABC Unified,21409 South Elaine Ave.,Active,33.835028,-118.076580,"[('21409 south elaine ave fedde  pharis f   middle abc unified', 95.0, '21409-south-elaine-ave-fedde (pharis f.) middle-abc-unified')]"
1794,1964212979,(562) 229-7855,,22,Furgeson (Venn W.) Elementary (ABC Unified),ABC Unified,22215 Elaine Ave.,Active,33.826696,-118.076086,"[('22215 elaine ave furgeson  venn w   elementary abc unified', 95.0, '22215-elaine-ave-furgeson (venn w.) elementary-abc-unified')]"
1795,19642121933159,(562) 229-7730,,23,Gahr (Richard) High (ABC Unified),ABC Unified,11111 Artesia Blvd.,Active,33.873114,-118.097252,"[('11111 artesia blvd gahr  richard  high abc unified', 95.0, '11111-artesia-blvd-gahr (richard) high-abc-unified')]"
1796,196421285617,(562) 229-7860,,24,Gonsalves (Joe A.) Elementary (ABC Unified),ABC Unified,13650 Park St.,Active,33.878666,-118.040853,"[('13650 park st gonsalves  joe a   elementary abc unified', 95.0, '13650-park-st-gonsalves (joe a.) elementary-abc-unified')]"
1797,1964212612,(562) 229-7815,,25,Haskell (Pliny Fisk) Middle (ABC Unified),ABC Unified,11525 Del Amo Blvd.,Active,33.846085,-118.087538,"[('11525 del amo blvd haskell  pliny fisk  middle abc unified', 95.0, '11525-del-amo-blvd-haskell (pliny fisk) middle-abc-unified')]"
1798,19642129,(562) 229-7865,,26,Hawaiian Elementary (ABC Unified),ABC Unified,12350 East 226th St.,Active,33.823770,-118.067690,"[('12350 east 226th st hawaiian elementary abc unified', 95.0, '12350-east-226th-st-hawaiian elementary-abc-unified')]"
1799,196421271351,(562) 229-7870,,27,Juarez (Benito) Elementary (ABC Unified),ABC Unified,11939 Aclare St.,Active,33.874506,-118.078892,"[('11939 aclare st juarez  benito  elementary abc unified', 95.0, '11939-aclare-st-juarez (benito) elementary-abc-unified')]"
1800,1964212938,(562) 229-7875,,28,Kennedy (John F.) Elementary (ABC Unified),ABC Unified,17500 Belshire Ave.,Active,33.872156,-118.070652,"[('17500 belshire ave kennedy  john f   elementary abc unified', 95.0, '17500-belshire-ave-kennedy (john f.) elementary-abc-unified')]"
1801,1964212859,(562) 229-7880,,29,Leal (Frank C.) Elementary (ABC Unified),ABC Unified,12920 Droxford St.,Active,33.861096,-118.056768,"[('12920 droxford st leal  frank c   elementary abc unified', 95.0, '12920-droxford-st-leal (frank c.) elementary-abc-unified')]"
1802,1964212912,(562) 229-7885,,,Melbourne (Ella P.) Elementary (ABC Unified),ABC Unified,21314 Claretta Ave.,Active,33.836071,-118.067648,"[('21314 claretta ave melbourne  ella p   elementary abc unified', 95.0, '21314-claretta-ave-melbourne (ella p.) elementary-abc-unified')]"
1803,1964212946,(562) 229-7890,,31,Niemes (John H.) Elementary (ABC Unified),ABC Unified,16715 Jersey Ave.,Active,33.878578,-118.085684,"[('16715 jersey ave niemes  john h   elementary abc unified', 95.0, '16715-jersey-ave-niemes (john h.) elementary-abc-unified')]"
1804,196421293454,(562) 229-7895,,32,Nixon (Patricia) Elementary (ABC Unified),ABC Unified,19600 Jacob Ave.,Active,33.852834,-118.076495,"[('19600 jacob ave nixon  patricia  elementary abc unified', 95.0, '19600-jacob-ave-nixon (patricia) elementary-abc-unified')]"
1805,196421269627,(562) 865-1621,,33,Our Lady of Fatima (ABC Unified),ABC Unified,18626 Clarkdale Ave.,Active,33.861873,-118.079461,"[('18626 clarkdale ave our lady of fatima abc unified', 95.0, '18626-clarkdale-ave-our lady of fatima-abc-unified')]"
1806,19751373,(951) 461-4620,,34,"Method Schools, LA (Acton-Agua Dulce Unified)",Acton-Agua Dulce Unified,24620 Jefferson Ave.,Active,33.561275,-117.209138,"[('24620 jefferson ave method schools  la acton agua dulce unified', 90.0, '24620-jefferson-ave-method schools, la-acton-agua-dulce-unified')]"
1807,nan,,,35,Mission Academy (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,"32248 Crown Valley Rd., Rm.114",,,,[]
1808,1975131383,(760) 945-1227,,36,SIATech Academy South (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,255 S. Mednik Ave.,Active,34.033636,-118.162279,"[('255 s mednik ave siatech academy south acton agua dulce unified', 90.0, '255-s-mednik-ave-siatech academy south-acton-agua-dulce-unified')]"
1809,197591995786,(661) 269-0451,,37,Vasquez High (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,33630 Red Rover Mine Rd.,Active,34.493620,-118.216110,"[('33630 red rover mine rd vasquez high acton agua dulce unified', 90.0, '33630-red-rover-mine-rd-vasquez high-acton-agua-dulce-unified')]"
1810,19751270,(661) 272-1225,,38,Assurance Learning Academy (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,"43145 Business Center, Ste. 102-103",Active,34.666971,-118.130506,"[('43145 business center  ste 102 103 assurance learning academy acton agua dulce unified', 95.0, '43145-business-center,-ste-102-103-assurance learning academy-acton-agua-dulce-unified')]"
1811,1975132654,(855) 225-7227,,39,California Pacific Charter- Los Angeles (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,"4101 Birch St., Ste. 150",Active,33.666000,-117.869821,"[('4101 birch st  ste 150 california pacific charter  los angeles acton agua dulce unified', 95.0, '4101-birch-st,-ste-150-california pacific charter- los angeles-acton-agua-dulce-unified')]"
1812,1975135145,(855) 937-4227,,,Compass Charter Schools of Los Angeles (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,"850 Hampshire Rd., Ste. R",Active,34.155677,-118.830822,"[('850 hampshire rd  ste r compass charter schools of los angeles acton agua dulce unified', 95.0, '850-hampshire-rd,-ste-r-compass charter schools of los angeles-acton-agua-dulce-unified')]"
1813,nan,,,41,Empower Generations (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,"43301 Division St., Ste. 305",,,,[]
1814,1975967494,(661) 269-0310,,42,High Desert (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,3620 Antelope Woods Rd.,Active,34.492578,-118.190390,"[('3620 antelope woods rd high desert acton agua dulce unified', 90.0, '3620-antelope-woods-rd-high desert-acton-agua-dulce-unified')]"
1815,1975138297,(661) 268-6386,,43,iLead Agua Dulce (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,11311 Frascati St.,Active,34.487679,-118.332478,"[('11311 frascati st ilead agua dulce acton agua dulce unified', 90.0, '11311-frascati-st-ilead agua dulce-acton-agua-dulce-unified')]"
1816,1975131987,(661) 755-6621,,44,iLEAD Hybrid (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,3720 Sierra Hwy. Ste. A,Active,34.492805,-118.195938,"[('3720 sierra hwy ste a ilead hybrid acton agua dulce unified', 90.0, '3720-sierra-hwy-ste-a-ilead hybrid-acton-agua-dulce-unified')]"
1817,1975136531,(661) 644-8701,,45,iLEAD Online (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,3720 Sierra Hwy.,Active,34.492805,-118.195938,"[('3720 sierra hwy ilead online acton agua dulce unified', 90.0, '3720-sierra-hwy-ilead online-acton-agua-dulce-unified')]"
1818,197596115679,(661) 269-8140,,46,Meadowlark Elementary (Acton-Agua Dulce Unified),Acton-Agua Dulce Unified,3015 West Sacramento St.,Active,34.474210,-118.185750,"[('3015 west sacramento st meadowlark elementary acton agua dulce unified', 90.0, '3015-west-sacramento-st-meadowlark elementary-acton-agua-dulce-unified')]"
1819,197571319163,(626) 943-6910,,47,Alhambra High (Alhambra Unified),Alhambra Unified,101 South Second St.,Active,34.095262,-118.129706,"[('101 south second st alhambra high alhambra unified', 90.0, '101-south-second-st-alhambra high-alhambra-unified')]"
1820,197571369728,(626) 282-5695,,48,All Souls School (Alhambra Unified),Alhambra Unified,29 South Electric Ave.,Active,34.090639,-118.140499,"[('29 south electric ave all souls school alhambra unified', 95.0, '29-south-electric-ave-all souls school-alhambra-unified')]"
1821,19757136134514,(626) 282-2011,,49,Alpha-Shen Kindergarten (Alhambra Unified),Alhambra Unified,618 North Moore Ave.,Active,34.069190,-118.130244,"[('618 north moore ave alpha shen kindergarten alhambra unified', 95.0, '618-north-moore-ave-alpha-shen kindergarten-alhambra-unified')]"
1822,19757136142137,(626) 201-0390,,,Bell Tower Trilingual School (Alhambra Unified),Alhambra Unified,3116 West Main St.,Active,34.094189,-118.158667,"[('3116 west main st bell tower trilingual school alhambra unified', 95.0, '3116-west-main-st-bell tower trilingual school-alhambra-unified')]"
1823,1975713101,(626) 943-3360,,51,Brightwood Elementary (Alhambra Unified),Alhambra Unified,1701 Brightwood St.,Active,34.045452,-118.152682,"[('1701 brightwood st brightwood elementary alhambra unified', 95.0, '1701-brightwood-st-brightwood elementary-alhambra-unified')]"
1824,197571319122,(626) 943-6680,,52,Century High (Alhambra Unified),Alhambra Unified,20 South Marengo Ave.,Active,34.091236,-118.141948,"[('20 south marengo ave century high alhambra unified', 90.0, '20-south-marengo-ave-century high-alhambra-unified')]"
1825,1975713119,(626) 943-3340,,53,Emery Park Elementary (Alhambra Unified),Alhambra Unified,2821 West Commonwealth Ave.,Active,34.087820,-118.154352,"[('2821 west commonwealth ave emery park elementary alhambra unified', 95.0, '2821-west-commonwealth-ave-emery park elementary-alhambra-unified')]"
1826,19757131,(626) 943-3620,,54,Marguerita Elementary (Alhambra Unified),Alhambra Unified,1603 South Marguerita Ave.,Active,34.075684,-118.138267,"[('1603 south marguerita ave marguerita elementary alhambra unified', 95.0, '1603-south-marguerita-ave-marguerita elementary-alhambra-unified')]"
1827,1975713168,(626) 943-3300,,56,Martha Baldwin Elementary (Alhambra Unified),Alhambra Unified,900 South Almansor St.,Active,34.106242,-118.127314,"[('900 south almansor st martha baldwin elementary alhambra unified', 95.0, '900-south-almansor-st-martha baldwin elementary-alhambra-unified')]"
1828,1975713176,(626) 570-6220,,57,Monterey Highlands Elementary (Alhambra Unified),Alhambra Unified,400 Casuda Canyon Dr.,Active,34.056576,-118.156539,"[('400 casuda canyon dr monterey highlands elementary alhambra unified', 95.0, '400-casuda-canyon-dr-monterey highlands elementary-alhambra-unified')]"
1829,197571381516,(626) 284-0840,,58,Oneonta Montessori School (Alhambra Unified),Alhambra Unified,2221 Poplar Blvd.,Active,34.092107,-118.148079,"[('2221 poplar blvd oneonta montessori school alhambra unified', 95.0, '2221-poplar-blvd-oneonta montessori school-alhambra-unified')]"
1830,1975713184,(626) 943-3640,,59,Park Elementary (Alhambra Unified),Alhambra Unified,301 North Marengo Ave.,Active,34.095253,-118.142120,"[('301 north marengo ave park elementary alhambra unified', 95.0, '301-north-marengo-ave-park elementary-alhambra-unified')]"
1831,19757136935654,(626) 282-4151,,,Ramona Convent Secondary School (Alhambra Unified),Alhambra Unified,1701 West Ramona Rd.,Active,34.071770,-118.138273,"[('1701 west ramona rd ramona convent secondary school alhambra unified', 95.0, '1701-west-ramona-rd-ramona convent secondary school-alhambra-unified')]"
1832,1975713192,(626) 943-3660,,61,Ramona Elementary (Alhambra Unified),Alhambra Unified,509 West Norwood Pl.,Active,34.076046,-118.128160,"[('509 west norwood pl ramona elementary alhambra unified', 95.0, '509-west-norwood-pl-ramona elementary-alhambra-unified')]"
1833,1975713110,(626) 570-6240,,62,Repetto Elementary (Alhambra Unified),Alhambra Unified,650 South Grandridge Ave.,Active,34.053985,-118.128399,"[('650 south grandridge ave repetto elementary alhambra unified', 95.0, '650-south-grandridge-ave-repetto elementary-alhambra-unified')]"
1834,191119719352,No Data,,63,San Gabriel High (Alhambra Unified),Alhambra Unified,801 Ramona St.,Merged,No Data,No Data,"[('801 ramona st san gabriel high los angeles county special ed', 90.0, '801-ramona-st-san gabriel high-los-angeles-county-special-ed')]"
1835,197571361599,(626) 308-4521,,64,Sierra School of Alhambra (Alhambra Unified),Alhambra Unified,9 N Almansor St.,Active,34.098293,-118.121823,"[('9 n almansor st sierra school of alhambra alhambra unified', 95.0, '9-n-almansor-st-sierra school of alhambra-alhambra-unified')]"
1836,19757136964621,(626) 573-1716,,65,St. Stephen Martyr (Alhambra Unified),Alhambra Unified,119 South Ramona Ave.,Active,34.062252,-118.125519,"[('119 south ramona ave st  stephen martyr alhambra unified', 95.0, '119-south-ramona-ave-st. stephen martyr-alhambra-unified')]"
1837,1975713635,(626) 289-3664,,66,Emmaus Lutheran (Alhambra Unified),Alhambra Unified,840 South Almansor,Active,34.086332,-118.115657,"[('840 south almansor emmaus lutheran alhambra unified', 90.0, '840-south-almansor-emmaus lutheran-alhambra-unified')]"
1838,1975713962,(626) 282-9936,,67,Foothill Preparatory School (Alhambra Unified),Alhambra Unified,9123 BRd.way,Active,34.099751,-118.069474,"[('9123 brdway foothill preparatory school alhambra unified', 95.0, '9123-brdway-foothill preparatory school-alhambra-unified')]"
1839,1975713127,(626) 943-3360,,68,Fremont Elementary (Alhambra Unified),Alhambra Unified,2001 South Elm St.,Active,34.071205,-118.150518,"[('2001 south elm st fremont elementary alhambra unified', 95.0, '2001-south-elm-st-fremont elementary-alhambra-unified')]"
1840,1975713135,(626) 943-3380,,69,Garfield Elementary (Alhambra Unified),Alhambra Unified,110 West McLean St.,Active,34.101500,-118.132868,"[('110 west mclean st garfield elementary alhambra unified', 95.0, '110-west-mclean-st-garfield elementary-alhambra-unified')]"
1841,1975713143,(626) 943-3600,,,Granada Elementary (Alhambra Unified),Alhambra Unified,100 South Granada Ave.,Active,34.100675,-118.118610,"[('100 south granada ave granada elementary alhambra unified', 95.0, '100-south-granada-ave-granada elementary-alhambra-unified')]"
