CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,Email,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,AdmEmail,LastUpDate
1.96434E+13,606450,577,Active,Los Angeles,Burbank Unified,Providencia Elementary,1919 North Ontario Street,1919 North Ontario St.,Burbank,91505-1231,CA,1919 North Ontario Street,1919 North Ontario St.,Burbank,91505-1231,CA,(818) 558-5470,No Data,(818) 558-5475,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.188721,-118.34473,Jennifer,Culbertson,jenniferculbertson@burbankusd.org,44056
1.96434E+13,606450,578,Active,Los Angeles,Burbank Unified,Theodore Roosevelt Elementary,850 North Cordova Street,850 North Cordova St.,Burbank,91505-2923,CA,850 North Cordova Street,850 North Cordova St.,Burbank,91505-2923,CA,(818) 558-4668,No Data,(818) 955-7648,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.165036,-118.34436,Matthew,Osmond,matthewosmond@burbankusd.org,44056
1.96434E+13,606450,579,Active,Los Angeles,Burbank Unified,R. L. Stevenson Elementary,3333 Oak Street,3333 Oak St.,Burbank,91505-3514,CA,3333 Oak Street,3333 Oak St.,Burbank,91505-3514,CA,(818) 558-5522,No Data,(818) 841-3435,christinadesiderio@burbankusd.org,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.158876,-118.33836,Jill,Johnson,jilljohnson@burbankusd.org,44058
1.96434E+13,606450,580,Active,Los Angeles,Burbank Unified,George Washington Elementary,2322 North Lincoln Street,2322 North Lincoln St.,Burbank,91504-2625,CA,2322 North Lincoln Street,2322 North Lincoln St.,Burbank,91504-2625,CA,(818) 558-5550,No Data,(818) 558-5556,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.19819,-118.33561,Brandi,Young,brandiyoung@burbankusd.org,44056
1.96434E+13,606450,570,Active,Los Angeles,Burbank Unified,Dolores Huerta Middle,420 South Mariposa Street,420 South Mariposa St.,Burbank,91506-2812,CA,420 South Mariposa Street,420 South Mariposa St.,Burbank,91506-2812,CA,(818) 558-4622,No Data,(818) 843-3509,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.165755,-118.31706,Jennifer,Meglemre,jennifermeglemre@burbankusd.org,44398
1.96434E+13,606450,571,Active,Los Angeles,Burbank Unified,Luther Burbank Middle,3700 West Jeffries Avenue,3700 West Jeffries Ave.,Burbank,91505-1849,CA,3700 West Jeffries Avenue,3700 West Jeffries Ave.,Burbank,91505-1849,CA,(818) 558-4646,No Data,(818) 842-3727,oscarmacias@burbankusd.org,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.181076,-118.35147,Oscar,Macias,oscarmacias@burbankusd.org,44056
1.96434E+13,606450,576,Active,Los Angeles,Burbank Unified,John Muir Middle,1111 North Kenneth Road,1111 North Kenneth Rd.,Burbank,91504-4011,CA,1111 North Kenneth Road,1111 North Kenneth Rd.,Burbank,91504-4011,CA,(818) 558-5320,No Data,(818) 841-4637,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.194992,-118.31124,Greg,Miller,gregmiller@burbankusd.org,44056
1.96435E+13,607740,11330,Active,Los Angeles,Castaic Union,Northlake Hills Elementary,32545 Ridge Route Road,32545 Ridge Route Rd.,Castaic,91384-4133,CA,32545 Ridge Route Road,32545 Ridge Route Rd.,Castaic,91384-4133,CA,(661) 257-4560,No Data,(661) 295-3924,No Data,http://castaicusd.com,37866,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-7,K-7,N,N,N,No Data,34.504798,-118.62361,Lisa,Loscos,lloscos@castaicusd.com,44405
1.96435E+13,607740,13468,Active,Los Angeles,Castaic Union,Non-RIS Preschool CMS,28900 Hillcrest Parkway,28900 Hillcrest Pkwy.,Castaic,91384-3759,CA,28900 Hillcrest Parkway,28900 Hillcrest Pkwy.,Castaic,91384-3759,CA,(661) 257-4500,1536,(661) 257-5737,jmaxon@castaicusd.com,http://castaicusd.com,39314,No Data,N,No Data,No Data,52,Elementary School District,8,Preschool,TRAD,Traditional,PS,Preschool,P,No Data,N,No Data,N,No Data,34.470304,-118.61674,Nicole,Moynihan,nmoynihan@castaicusd.com,44067
1.96435E+13,607740,738,Active,Los Angeles,Castaic Union,Castaic Elementary,30455 Park Vista Drive,30455 Park Vista Dr.,Castaic,91384-3728,CA,30455 Park Vista Drive,30455 Park Vista Dr.,Castaic,91384-3728,CA,(661) 257-4530,5107,(661) 294-7854,No Data,http://castaicusd.com,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.471431,-118.63014,Allison,West,awest@castaicusd.com,44056
1.96435E+13,607740,9121,Active,Los Angeles,Castaic Union,Castaic Middle,28900 Hillcrest Parkway,28900 Hillcrest Pkwy.,Castaic,91384-3759,CA,28900 Hillcrest Parkway,28900 Hillcrest Pkwy.,Castaic,91384-3759,CA,(661) 257-4550,2102,(661) 294-9714,No Data,http://castaicusd.com,29403,No Data,N,No Data,No Data,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44750,44750,N,N,N,No Data,34.470296,-118.61682,Bob,Brauneisen,bbrauneisen@castaicusd.com,44628
1.96435E+13,607740,9341,Active,Los Angeles,Castaic Union,Live Oak Elementary,27715 Saddleridge Road,27715 Saddleridge Rd.,Castaic,91384-3528,CA,27715 Saddleridge Road,27715 Saddleridge Rd.,Castaic,91384-3528,CA,(661) 295-4540,No Data,(661) 257-6384,No Data,http://castaicusd.com,29403,No Data,N,No Data,No Data,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.449937,-118.61989,Stephanie,Beach,sbeach@castaicusd.com,44056
1.96435E+13,607920,12265,Active,Los Angeles,Centinela Valley Union High,Centinela Valley Independent Study,4951 Marine Avenue,4951 Marine Ave.,Lawndale,90260-4204,CA,4951 Marine Avenue,4951 Marine Ave.,Lawndale,90260-4204,CA,(310) 263-3264,No Data,(310) 679-2632,wardropb@cvuhsd.org,http://www.cvuhsd.org,39694,No Data,N,No Data,No Data,56,High School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,44816,44816,V,N,N,No Data,33.895165,-118.36599,Benjamin,Wardrop,wardropb@cvuhsd.org,44407
1.96435E+13,607920,13705,Active,Los Angeles,Centinela Valley Union High,Family First Charter,12500 Ramona Avenue,12500 Ramona Ave.,Hawthorne,90250-4330,CA,12500 Ramona Avenue,12500 Ramona Ave.,Hawthorne,90250-4330,CA,(310) 946-0379,No Data,(310) 776-6479,No Data,No Data,41456,No Data,Y,1558,Directly funded,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,Y,601605,33.919062,-118.35655,Paul,Guzman,pguzman@newopps.org,44582
1.96435E+13,607920,13732,Active,Los Angeles,Centinela Valley Union High,New Opportunities Charter,110 South La Brea Avenue Suite 305A,110 South La Brea Ave. Ste. 305A,Inglewood,90301-1768,CA,110 South La Brea Avenue Suite 305A,110 South La Brea Ave. Ste. 305A,Inglewood,90301-1768,CA,(310) 946-0379,No Data,(310) 870-3991,No Data,No Data,41456,No Data,Y,1557,Directly funded,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,602195,33.962811,-118.35277,Paul,Guzman,pguzman@newopps.org,43509
1.96435E+13,607920,760,Active,Los Angeles,Centinela Valley Union High,R. K. Lloyde High,4951 Marine Avenue,4951 Marine Ave.,Lawndale,90260-1251,CA,4951 Marine Avenue,4951 Marine Ave.,Lawndale,90260-1251,CA,(310) 263-3264,No Data,(310) 679-2632,No Data,No Data,29403,No Data,N,No Data,No Data,56,High School District,68,Continuation High Schools,CON,Continuation School,HS,High School,44816,44846,C,N,N,No Data,33.895165,-118.36599,Benjamin,Wardrop,wardropb@cvuhsd.org,44407
1.96435E+13,607920,756,Active,Los Angeles,Centinela Valley Union High,Hawthorne High,4859 West El Segundo Boulevard,4859 West El Segundo Blvd.,Hawthorne,90250-4204,CA,4859 West El Segundo Boulevard,4859 West El Segundo Blvd.,Hawthorne,90250-4204,CA,(310) 263-4400,No Data,(310) 675-7017,No Data,No Data,29403,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,C,N,N,No Data,33.916456,-118.3629,Grace,Yang,yangg@cvuhsd.org,44407
1.96435E+13,607920,7515,Active,Los Angeles,Centinela Valley Union High,Lawndale High,14901 South Inglewood Avenue,14901 South Inglewood Ave.,Lawndale,90260-1251,CA,14901 South Inglewood Avenue,14901 South Inglewood Ave.,Lawndale,90260-1251,CA,(310) 263-3102,No Data,(310) 675-8174,No Data,No Data,36039,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,C,N,N,No Data,33.896373,-118.36136,Paula,Hart Rodas,rodasp@cvuhsd.org,44407
1.96435E+13,607920,759,Active,Los Angeles,Centinela Valley Union High,Leuzinger High,4118 West Rosecrans Avenue,4118 West Rosecrans Ave.,Lawndale,90260-1601,CA,4118 West Rosecrans Avenue,4118 West Rosecrans Ave.,Lawndale,90260-1601,CA,(310) 263-2208,No Data,(310) 675-7023,No Data,No Data,29403,No Data,N,No Data,No Data,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,C,N,N,No Data,33.90137,-118.34687,Howard,Ho,hoh@cvuhsd.org,44407
1.96438E+13,608190,798,Active,Los Angeles,Charter Oak Unified,Arrow High (Continuation),1505 South Sunflower Avenue,1505 South Sunflower Ave.,Glendora,91740-5839,CA,1505 South Sunflower Avenue,1505 South Sunflower Ave.,Glendora,91740-5839,CA,(626) 914-3961,No Data,(626) 335-3941,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,44816,44846,N,N,Y,No Data,34.112556,-117.84643,Lisa,Raigosa,lraigosa@cousd.net,44582
1.96438E+13,608190,801,Active,Los Angeles,Charter Oak Unified,Charter Oak High,1430 East Covina Boulevard,1430 East Covina Blvd.,Covina,91724-1651,CA,1430 East Covina Boulevard,1430 East Covina Blvd.,Covina,91724-1651,CA,(626) 915-5841,No Data,(626) 915-3398,No Data,http://www.cousd.net,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,Y,No Data,34.09937,-117.86137,Matthew,Dultz,mdultz@cousd.net,44582
1.96438E+13,608190,5854,Active,Los Angeles,Charter Oak Unified,Oak Knoll Alternative,1505 South Sunflower Avenue,1505 South Sunflower Ave.,Glendora,91740-5839,CA,1505 South Sunflower Avenue,1505 South Sunflower Ave.,Glendora,91740-5839,CA,(626) 852-7972,No Data,(626) 335-3941,No Data,No Data,34578,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,K-12,K-12,V,N,Y,No Data,34.112556,-117.84643,Lisa,Raigosa,lraigosa@cousd.net,44582
1.96438E+13,608190,5856,Active,Los Angeles,Charter Oak Unified,Bridges Community Day,1505 South Sunflower Avenue,1505 South Sunflower Ave.,Glendora,91740-5839,CA,1505 South Sunflower Avenue,1505 South Sunflower Ave.,Glendora,91740-5839,CA,(626) 914-3961,No Data,(626) 335-3941,No Data,No Data,35311,No Data,N,No Data,No Data,54,Unified School District,69,District Community Day Schools,COMMDAY,Community Day School,HS,High School,44754,44846,N,N,Y,No Data,34.112556,-117.84643,Lisa,Raigosa,lraigosa@cousd.net,44582
1.96438E+13,608190,799,Active,Los Angeles,Charter Oak Unified,Badillo Elementary,1771 East Old Badillo Avenue,1771 East Old Badillo Ave.,Covina,91724-3126,CA,1771 East Old Badillo Avenue,1771 East Old Badillo Ave.,Covina,91724-3126,CA,(626) 966-1753,No Data,(626) 859-5765,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,34.086241,-117.85408,Connie,Monroe,cmonroe@cousd.net,44582
1.96438E+13,608190,800,Active,Los Angeles,Charter Oak Unified,Cedargrove Elementary,1209 North Glendora Avenue,1209 North Glendora Ave.,Covina,91724-1506,CA,1209 North Glendora Avenue,1209 North Glendora Ave.,Covina,91724-1506,CA,(626) 966-8675,No Data,(626) 915-7241,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,34.101226,-117.86379,Peter,Pannell,ppannell@cousd.net,44582
1.96438E+13,608190,802,Active,Los Angeles,Charter Oak Unified,Glen Oak Elementary,1000 North Sunflower Avenue,1000 North Sunflower Ave.,Covina,91724-2307,CA,1000 North Sunflower Avenue,1000 North Sunflower Ave.,Covina,91724-2307,CA,(626) 331-5341,No Data,(626) 331-5312,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,34.098108,-117.84635,Sharon,Greaves,sgreaves@cousd.net,44582
1.96438E+13,608190,804,Active,Los Angeles,Charter Oak Unified,Royal Oak Middle,303 South Glendora Avenue,303 South Glendora Ave.,Covina,91724-3235,CA,303 South Glendora Avenue,303 South Glendora Ave.,Covina,91724-3235,CA,(626) 967-6354,No Data,(626) 331-2074,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44750,44750,N,N,Y,No Data,34.083679,-117.86382,Alex,Senar,asenar@cousd.net,44582
1.96438E+13,608190,806,Active,Los Angeles,Charter Oak Unified,Washington Elementary,325 West Gladstone,325 West Gladstone,Glendora,91740-5503,CA,325 West Gladstone,325 West Gladstone,Glendora,91740-5503,CA,(626) 914-2704,No Data,(626) 852-7690,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,34.113979,-117.86864,Jennifer,Powell,jpowell@cousd.net,44582
1.96438E+13,608190,807,Active,Los Angeles,Charter Oak Unified,Willow Elementary,1427 South Willow,1427 South Willow,Glendora,91740-5826,CA,1427 South Willow,1427 South Willow,Glendora,91740-5826,CA,(626) 914-5839,No Data,(626) 852-7689,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,Y,No Data,34.11292,-117.84056,Lisa,Berry,lberry@cousd.net,44582
1.96439E+13,608760,893,Active,Los Angeles,Claremont Unified,San Antonio High (Continuation),125 West San Jose Avenue,125 West San Jose Ave.,Claremont,91711-5205,CA,125 West San Jose Avenue,125 West San Jose Ave.,Claremont,91711-5205,CA,(909) 398-0316,No Data,(909) 398-0384,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,44846,44846,C,N,N,No Data,34.083226,-117.71552,Felipe,Delvasto,fdelvasto@cusd.claremont.edu,44245
1.96439E+13,608760,887,Active,Los Angeles,Claremont Unified,Claremont High,1601 North Indian Hill Boulevard,1601 North Indian Hill Blvd.,Claremont,91711-2643,CA,1601 North Indian Hill Boulevard,1601 North Indian Hill Blvd.,Claremont,91711-2643,CA,(909) 624-9053,No Data,(909) 624-2128,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,C,N,N,No Data,34.112944,-117.72041,Brett,O'Connor,boconnor@cusd.claremont.edu,44056
1.96439E+13,608760,886,Active,Los Angeles,Claremont Unified,Chaparral Elementary,451 Chaparral Drive,451 Chaparral Dr.,Claremont,91711-2643,CA,451 Chaparral Drive,451 Chaparral Dr.,Claremont,91711-2643,CA,(909) 398-0305,No Data,(909) 398-0306,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.116142,-117.70792,Ann,O'Connor,aoconnor@cusd.claremont.edu,44056
1.96439E+13,608760,888,Active,Los Angeles,Claremont Unified,Condit Elementary,1750 North Mountain Avenue,1750 North Mountain Ave.,Claremont,91711-2643,CA,1750 North Mountain Avenue,1750 North Mountain Ave.,Claremont,91711-2643,CA,(909) 398-0300,No Data,(909) 398-0479,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.115788,-117.72891,Christine,Malally,cmalally@cusd.claremont.edu,44056
1.96439E+13,608760,889,Active,Los Angeles,Claremont Unified,Danbury Special Education,1745 Lynoak Drive,1745 Lynoak Dr.,Claremont,91711-2421,CA,1745 Lynoak Drive,1745 Lynoak Dr.,Claremont,91711-2421,CA,(909) 398-0335,No Data,(909) 398-0393,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,9,Special Education Schools (Public),SPEC,Special Education School,ELEM,Elementary,K-8,K-6,N,N,N,No Data,34.115981,-117.74001,Rahkiah,Brown,rbrown@cusd.claremont.edu,44428
1.96439E+13,608760,891,Active,Los Angeles,Claremont Unified,Mountain View Elementary,851 Santa Clara Avenue,851 Santa Clara Ave.,Claremont,91711-3609,CA,851 Santa Clara Avenue,851 Santa Clara Ave.,Claremont,91711-3609,CA,(909) 398-0308,No Data,(909) 624-0289,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.105364,-117.73137,Rria,Cruz-Soto,rcruzsoto@cusd.claremont.edu,44056
1.96439E+13,608760,892,Active,Los Angeles,Claremont Unified,Oakmont Elementary,120 West Green Street,120 West Green St.,Claremont,91711-4912,CA,120 West Green Street,120 West Green St.,Claremont,91711-4912,CA,(909) 398-0313,No Data,(909) 625-8463,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.092287,-117.71423,Jennifer,Adams,jadams@cusd.claremont.edu,44056
1.96439E+13,608760,894,Active,Los Angeles,Claremont Unified,Sumner Elementary,1770 Sumner Avenue,1770 Sumner Ave.,Claremont,91711-3031,CA,1770 Sumner Avenue,1770 Sumner Ave.,Claremont,91711-3031,CA,(909) 398-0320,No Data,(909) 398-0380,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.116474,-117.74198,Rahkiah,Brown,rbrown@cusd.claremont.edu,44428
1.96439E+13,608760,895,Active,Los Angeles,Claremont Unified,Sycamore Elementary,225 West Eighth Street,225 West Eighth St.,Claremont,91711-4317,CA,225 West Eighth Street,225 West Eighth St.,Claremont,91711-4317,CA,(909) 398-0324,No Data,(909) 625-6004,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.101708,-117.71716,Amy,Stanger,astanger@cusd.claremont.edu,44056
1.96439E+13,608760,896,Active,Los Angeles,Claremont Unified,Vista del Valle Elementary,550 Vista Drive,550 Vista Dr.,Claremont,91711-5120,CA,550 Vista Drive,550 Vista Dr.,Claremont,91711-5120,CA,(909) 398-0331,No Data,(909) 398-0017,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,N,N,No Data,34.086728,-117.72182,Janie,Nuanes,jnuanes@cusd.claremont.edu,44056
1.96439E+13,608760,890,Active,Los Angeles,Claremont Unified,El Roble Intermediate,665 North Mountain Avenue,665 North Mountain Ave.,Claremont,91711-4253,CA,665 North Mountain Avenue,665 North Mountain Ave.,Claremont,91711-4253,CA,(909) 398-0343,No Data,(909) 398-0399,No Data,No Data,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44750,44750,C,N,N,No Data,34.100466,-117.72909,Sean,Delgado,sdelgado@cusd.claremont.edu,44428
1.96444E+13,610050,13207,Active,Los Angeles,Covina-Valley Unified,Covina-Valley Children's Center,4400 North Roxburgh Ave,4400 North Roxburgh Ave,Covina,91722-3032,CA,4400 North Roxburgh Ave,4400 North Roxburgh Ave,Covina,91722-3032,CA,(626) 472-6330,No Data,(626) 472-6305,rzerbel@c-vusd.org,http://www.c-vusd.org,28004,No Data,N,No Data,No Data,54,Unified School District,8,Preschool,TRAD,Traditional,ELEM,Elementary,P,K,N,No Data,N,No Data,34.09318,-117.91794,Christian,Aleman,caleman@c-vusd.org,44425
1.96444E+13,610050,14519,Active,Los Angeles,Covina-Valley Unified,Covina-Valley Learning Options Academy,758 W. Grondahl Street,758 W. Grondahl St.,Covina,91722-1367,CA,758 W. Grondahl Street,758 W. Grondahl St.,Covina,91722,CA,(626) 974-4822,No Data,No Data,mkodama@c-vusd.org,No Data,44060,No Data,N,No Data,No Data,54,Unified School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,ELEMHIGH,Elementary-High Combination,K-12,No Data,V,N,N,No Data,34.101144,-117.90455,Mathew,Kodama,mkodama@c-vusd.org,44482
1.96444E+13,610050,1090,Active,Los Angeles,Covina-Valley Unified,Fairvalley High (Continuation),758 West Grondahl Street,758 West Grondahl St.,Covina,91722-2065,CA,758 West Grondahl Street,758 West Grondahl St.,Covina,91722-2065,CA,(626) 974-4800,No Data,(626) 974-4812,No Data,http://fairvalley.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,44816,44846,N,N,N,No Data,34.101144,-117.90455,Mathew,Kodama,mkodama@c-vusd.org,44425
1.96444E+13,610050,1093,Active,Los Angeles,Covina-Valley Unified,Covina High,463 South Hollenbeck Avenue,463 South Hollenbeck Ave.,Covina,91723-2955,CA,463 South Hollenbeck Avenue,463 South Hollenbeck Ave.,Covina,91723-2955,CA,(626) 974-6020,No Data,(626) 974-6045,No Data,http://www.covinahigh.net,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.081555,-117.899,Daisy,Carrasco Ramos,dcarrasco@c-vusd.org,44425
1.96444E+13,610050,1102,Active,Los Angeles,Covina-Valley Unified,Northview High,1016 West Cypress Avenue,1016 West Cypress Ave.,Covina,91722-3145,CA,1016 West Cypress Avenue,1016 West Cypress Ave.,Covina,91722-3145,CA,(626) 974-6120,No Data,(626) 974-6145,No Data,http://www.nhsvikings.org,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.095751,-117.91104,Ryan,Parry,rparry@c-vusd.org,44425
1.96444E+13,610050,1105,Active,Los Angeles,Covina-Valley Unified,South Hills High,645 South Barranca Street,645 South Barranca St.,West Covina,91723-0269,CA,645 South Barranca Street,645 South Barranca St.,West Covina,91723-0269,CA,(626) 974-6220,No Data,(626) 974-6245,No Data,http://www.southhillshigh.com,29403,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,44816,44816,N,N,N,No Data,34.06209,-117.88263,Allan,Tyner,atyner@c-vusd.org,44425
1.96444E+13,610050,1087,Active,Los Angeles,Covina-Valley Unified,Barranca Elementary,727 South Barranca Avenue,727 South Barranca Ave.,Covina,91723-3665,CA,727 South Barranca Avenue,727 South Barranca Ave.,Covina,91723-3665,CA,(626) 974-4000,No Data,(626) 974-4015,No Data,http://barranca.cvusd.k12.ca.us,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.07728,-117.88135,Susan,Sost,ssost@c-vusd.org,44056
1.96444E+13,610050,1088,Active,Los Angeles,Covina-Valley Unified,Ben Lomond Elementary,621 East Covina Boulevard,621 East Covina Blvd.,Covina,91722-2959,CA,621 East Covina Boulevard,621 East Covina Blvd.,Covina,91722-2959,CA,(626) 974-4101,No Data,(626) 974-4115,No Data,http://benlomond.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.099428,-117.87816,Alayna,Effinger,aeffinger@c-vusd.org,44425
1.96444E+13,610050,1094,Active,Los Angeles,Covina-Valley Unified,Cypress Elementary,351 West Cypress Avenue,351 West Cypress Ave.,Covina,91723-1214,CA,351 West Cypress Avenue,351 West Cypress Ave.,Covina,91723-1214,CA,(626) 974-4300,No Data,(626) 974-4315,No Data,http://cypress.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.095959,-117.89535,Tanya,Martin,tmartin@c-vusd.org,44425
1.96444E+13,610050,1096,Active,Los Angeles,Covina-Valley Unified,Grovecenter Elementary,775 North Lark Ellen Avenue,775 North Lark Ellen Ave.,West Covina,91791-1082,CA,775 North Lark Ellen Avenue,775 North Lark Ellen Ave.,West Covina,91791-1082,CA,(626) 974-4400,No Data,(626) 974-4415,No Data,http://grovecenter.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,34.084771,-117.91664,Bill,Card,bcard@c-vusd.org,44683
1.96444E+13,610050,1098,Active,Los Angeles,Covina-Valley Unified,Las Palmas Middle,641 North Lark Ellen Avenue,641 North Lark Ellen Ave.,Covina,91722-3463,CA,641 North Lark Ellen Avenue,641 North Lark Ellen Ave.,Covina,91722-3463,CA,(626) 974-7200,No Data,(626) 974-7215,No Data,http://laspalmas.c-vusd.org,29403,No Data,N,No Data,No Data,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,44720,44720,N,N,N,No Data,34.090733,-117.91666,Roy,Umana,spuccio@c-vusd.org,44425
