CDS Code,County,District,School,Status,Closed Date,Website,Latitude,Longitude,Last Update,Street Address,Street City,Street State,Phone,Phone Extension,Email
19647256982151,Los Angeles,Long Beach Unified,LONG BEACH ADVENTIST,Closed,8/12/2004,No Data,No Data,No Data,8/12/2004,Information Redacted,LONG BEACH,CA,Information Redacted,No Data,No Data
19647257090806,Los Angeles,Long Beach Unified,Long Beach Montessori School,Closed,4/28/2009,No Data,No Data,No Data,4/28/2009,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647256114946,Los Angeles,Long Beach Unified,Long Beach Preparatory Academy (Altern),Closed,12/19/2004,No Data,No Data,No Data,1/30/2009,1951 East Cherry Avenue,Signal Hill,CA,Information Not Available,No Data,No Data
19647251935188,Los Angeles,Long Beach Unified,Long Beach School for Adults,Active,No Data,No Data,33.805149,-118.149495,8/1/2022,3701 East Willow St.,Long Beach,CA,(562) 595-8893,No Data,No Data
19647251995521,Los Angeles,Long Beach Unified,Long Beach Unified Alternative Education,Closed,12/31/1993,No Data,No Data,No Data,6/24/1999,6698 Orange Ave.,Long Beach,CA,No Data,No Data,No Data
19647256015457,Los Angeles,Long Beach Unified,Longfellow Elementary,Active,No Data,No Data,33.826987,-118.182610,8/1/2022,3800 Olive Ave.,Long Beach,CA,(562) 595-0308,No Data,No Data
19647256993620,Los Angeles,Long Beach Unified,Los Altos Grace Schools,Active,No Data,No Data,33.795518,-118.104639,1/14/2022,6565 Stearns St.,Long Beach,CA,(562) 430-6983,No Data,office@longbeachchristianschools.org
19647256015465,Los Angeles,Long Beach Unified,Los Cerritos Elementary,Active,No Data,No Data,33.827929,-118.199030,11/5/2021,515 West San Antonio Dr.,Long Beach,CA,(562) 595-6337,No Data,No Data
19647256015473,Los Angeles,Long Beach Unified,Lowell Elementary,Active,No Data,No Data,33.764283,-118.132072,8/1/2022,5201 East Broadway,Long Beach,CA,(562) 433-6757,No Data,No Data
19647256015481,Los Angeles,Long Beach Unified,MacArthur Elementary,Active,No Data,No Data,33.839589,-118.114553,11/5/2021,6011 Centralia St.,Lakewood,CA,(562) 420-3588,No Data,No Data
19647256015499,Los Angeles,Long Beach Unified,Madison Elementary,Active,No Data,No Data,33.838528,-118.158582,11/5/2021,2801 Bomberry St.,Lakewood,CA,(562) 420-7731,No Data,No Data
19647256015507,Los Angeles,Long Beach Unified,Mann Elementary,Active,No Data,No Data,33.766530,-118.153575,8/1/2022,257 Coronado Ave.,Long Beach,CA,(562) 439-6897,No Data,No Data
19647256142020,Los Angeles,Long Beach Unified,Maple Village Waldorf School,Active,No Data,No Data,33.773677,-118.145585,6/27/2022,4017 East Sixth St.,Long Beach,CA,(562) 434-8200,No Data,info@maplevillageschool.org
19647257079858,Los Angeles,Long Beach Unified,Marina Montessori School,Active,No Data,No Data,33.799719,-118.141075,10/7/2021,2301 Ximeno Ave.,Long Beach,CA,(562) 494-4641,No Data,candybriz@aol.com
19647256057822,Los Angeles,Long Beach Unified,Marshall Middle,Active,No Data,No Data,33.818695,-118.117320,11/5/2021,5870 East Wardlow Rd.,Long Beach,CA,(562) 429-7013,No Data,No Data
19647250115683,Los Angeles,Long Beach Unified,MATTIE Academy,Closed,9/17/2008,No Data,No Data,No Data,10/20/2017,1119 Rhea St.,Long Beach,CA,Information Not Available,No Data,Information Not Available
19647256160303,Los Angeles,Long Beach Unified,Maurice Maynard Academy,Closed,7/1/2022,No Data,Information Redacted,Information Redacted,7/1/2022,Information Redacted,Long Beach,CA,Information Redacted,No Data,Information Redacted
19647256015515,Los Angeles,Long Beach Unified,McKinley Elementary,Active,No Data,No Data,33.878748,-118.159859,8/1/2022,6822 Paramount Blvd.,Long Beach,CA,(562) 630-6200,No Data,No Data
19647251935758,Los Angeles,Long Beach Unified,Millliken High School,Active,No Data,No Data,33.807320,-118.111705,11/5/2021,2800 Snowden Ave.,Long Beach,CA,(562) 425-7441,No Data,No Data
19647256015523,Los Angeles,Long Beach Unified,Monroe K-8,Closed,6/30/2013,No Data,33.837417,-118.103349,7/2/2013,4400 Ladoga Ave.,Lakewood,CA,Information Not Available,No Data,No Data
19647256977797,Los Angeles,Long Beach Unified,Montessori Children's House,Active,No Data,No Data,33.788433,-118.122792,10/13/2021,5550 East Atherton St.,Long Beach,CA,(562) 431-8880,No Data,mchlongbeach@verizon.net
19647256139356,Los Angeles,Long Beach Unified,Montessori On Elm,Active,No Data,No Data,33.778580,-118.187283,6/27/2022,930 Elm Ave.,Long Beach,CA,(562) 570-8080,No Data,nowmontessori@gmail.com
19647256907075,Los Angeles,Long Beach Unified,Montessori School Eureka,Closed,3/2/2012,No Data,No Data,No Data,3/2/2012,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647256133938,Los Angeles,Long Beach Unified,MUILA Area 2,Closed,1/5/2010,No Data,No Data,No Data,1/5/2010,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647256015531,Los Angeles,Long Beach Unified,Muir K-8,Active,No Data,No Data,33.812547,-118.211017,11/5/2021,3038 Delta Ave.,Long Beach,CA,(562) 426-5571,No Data,No Data
19647256015549,Los Angeles,Long Beach Unified,Naples Elementary,Active,No Data,No Data,33.754981,-118.127455,11/5/2021,5537 The Toledo,Long Beach,CA,(562) 433-0489,No Data,No Data
19647256996953,Los Angeles,Long Beach Unified,Nazarene Christian,Closed,11/10/2008,No Data,No Data,No Data,11/10/2008,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647256118269,Los Angeles,Long Beach Unified,New City,Closed,6/30/2015,Information Not Available,33.788129,-118.189907,10/20/2017,1637 Long Beach Blvd.,Long Beach,CA,Information Not Available,No Data,Information Not Available
19647256161889,Los Angeles,Long Beach Unified,New Hope Academy of Change,Active,No Data,No Data,33.792741,-118.178294,6/27/2022,1133 Rhea St.,Long Beach,CA,(562) 480-2947,No Data,drdenicecp@gmail.com
19647256901409,Los Angeles,Long Beach Unified,New Life Christian Academy,Closed,11/10/2008,No Data,No Data,No Data,11/10/2008,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647256015556,Los Angeles,Long Beach Unified,Newcomb Academy,Active,No Data,No Data,33.816774,-118.078946,11/5/2021,3351 Val Verde Ave.,Long Beach,CA,(562) 430-1250,No Data,No Data
19647256015564,Los Angeles,Long Beach Unified,Nightingale Elementary,Closed,6/30/1993,No Data,No Data,No Data,12/27/2005,3701 East Willow St.,Long Beach,CA,Information Not Available,No Data,No Data
19647257100662,Los Angeles,Long Beach Unified,"NOW TAKE MY HAND, INC.",Closed,8/12/2004,No Data,No Data,No Data,12/28/2005,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647256058853,Los Angeles,Long Beach Unified,Oak Academy,Closed,6/30/1999,No Data,33.805663,-118.075795,6/18/2015,10821 Oak St.,Los Alamitos,CA,Information Not Available,No Data,No Data
19647256206700,Los Angeles,Long Beach Unified,Oaktree Preschool and Kindergarten,Closed,7/1/2022,No Data,Information Redacted,Information Redacted,7/1/2022,Information Redacted,Long Beach,CA,Information Redacted,No Data,Information Redacted
19647256903249,Los Angeles,Long Beach Unified,Oakwood Academy,Active,No Data,No Data,33.828555,-118.188923,10/7/2021,3850 Long Beach Blvd,Long Beach,CA,(562) 424-4816,No Data,info@oaschools.com
19647256140651,Los Angeles,Long Beach Unified,Oakwood Academy - Bixby Campus,Closed,5/23/2013,No Data,No Data,No Data,5/23/2013,Information Redacted,Long Beach,CA,Information Redacted,No Data,Information Redacted
19647256015432,Los Angeles,Long Beach Unified,Olivia Nieto Herrera Elementary,Active,No Data,No Data,33.787326,-118.158862,8/1/2022,1620 Temple Ave.,Long Beach,CA,(562) 494-5101,No Data,No Data
19647256204655,Los Angeles,Long Beach Unified,Open Door Enrichment,Closed,1/5/2010,No Data,No Data,No Data,1/5/2010,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647251995984,Los Angeles,Long Beach Unified,Options for Youth-Long Beach Charter,Closed,4/13/2000,No Data,No Data,No Data,6/22/2011,No Data,No Data,No Data,Information Not Available,No Data,No Data
19647256962963,Los Angeles,Long Beach Unified,Our Lady of Refuge Catholic,Active,No Data,No Data,33.797469,-118.132014,3/4/2022,5210 East Los Coyotes Diagonal,Long Beach,CA,(562) 597-0819,No Data,principal@start.olrs.org
19647257079718,Los Angeles,Long Beach Unified,Pacific Baptist School,Active,No Data,No Data,33.817957,-118.197736,10/13/2021,3332 Magnolia Ave,Long Beach,CA,(562) 426-5214,No Data,susan.limcaco@pacificbaptistschool.com
19647251996362,Los Angeles,Long Beach Unified,Pacific Learning Center Charter,Closed,6/30/2005,Information Not Available,No Data,No Data,6/22/2011,780 Atlantic Ave.,Long Beach,CA,Information Not Available,No Data,No Data
19647257079395,Los Angeles,Long Beach Unified,Parkridge Private School,Closed,6/18/2019,No Data,Information Redacted,Information Redacted,6/18/2019,Information Redacted,Long Beach,CA,Information Redacted,No Data,Information Redacted
19647251936947,Los Angeles,Long Beach Unified,Polytechnic High,Active,No Data,No Data,33.787163,-118.184962,11/5/2021,1600 Atlantic Ave.,Long Beach,CA,(562) 591-0581,No Data,No Data
19647256116933,Los Angeles,Long Beach Unified,Powell (K-8),Active,No Data,No Data,33.864818,-118.203585,11/5/2021,150 Victoria St.,Long Beach,CA,(310) 631-8794,No Data,No Data
19647256138671,Los Angeles,Long Beach Unified,Power of One World Leadership,Closed,3/2/2012,No Data,No Data,No Data,3/2/2012,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647257071665,Los Angeles,Long Beach Unified,PRAISE TEMPLE ACADEMY,Closed,8/12/2004,No Data,No Data,No Data,8/12/2004,Information Redacted,LONG BEACH,CA,Information Redacted,No Data,No Data
19647251996339,Los Angeles,Long Beach Unified,Premiere Education Charter,Closed,8/21/2002,No Data,No Data,No Data,10/20/2017,495 East Market St.,Long Beach,CA,Information Not Available,No Data,No Data
19647256015580,Los Angeles,Long Beach Unified,Prisk Elementary,Active,No Data,No Data,33.800645,-118.115614,11/5/2021,2375 Fanwood Ave.,Long Beach,CA,(562) 598-9601,No Data,No Data
19647256935639,Los Angeles,Long Beach Unified,PROGRESS,Closed,8/12/2004,No Data,No Data,No Data,8/12/2004,Information Redacted,WHITTIER,CA,Information Redacted,No Data,No Data
19647251996461,Los Angeles,Long Beach Unified,Promise Academy,Closed,5/10/2004,Information Not Available,No Data,No Data,6/22/2011,5875 Atlantic Ave.,Long Beach,CA,Information Not Available,No Data,No Data
19647257081458,Los Angeles,Long Beach Unified,Rainbow Christian Academy,Closed,5/12/2016,No Data,Information Redacted,Information Redacted,5/12/2016,Information Redacted,Long Beach,CA,Information Redacted,No Data,Information Redacted
19647257068877,Los Angeles,Long Beach Unified,Regency High,Closed,7/30/2014,No Data,Information Redacted,Information Redacted,1/15/2015,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647251937176,Los Angeles,Long Beach Unified,Reid High School,Active,No Data,www.lbschools.net,33.797123,-118.220459,11/5/2021,3701 E. Willow Street,Long Beach,CA,(562) 989-2098,No Data,No Data
19647251996503,Los Angeles,Long Beach Unified,Renaissance High School for the Arts,Active,No Data,No Data,33.776825,-118.190412,11/5/2021,235 East 8th St.,Long Beach,CA,(562) 901-0168,No Data,No Data
19647250135525,Los Angeles,Long Beach Unified,Richard D. Browning High,Active,No Data,No Data,33.795479,-118.154577,11/5/2021,2120 Obispo Ave.,Long Beach,CA,(562) 997-1700,No Data,No Data
19647256015598,Los Angeles,Long Beach Unified,Riley Elementary,Active,No Data,No Data,33.843925,-118.149977,8/1/2022,3319 Sandwood St.,Lakewood,CA,(562) 420-9595,No Data,No Data
19647256112056,Los Angeles,Long Beach Unified,Robinson Academy,Active,No Data,No Data,33.793083,-118.173796,8/1/2022,1400 E. 20th St.,Long Beach,CA,(562) 492-6003,No Data,No Data
19647256057830,Los Angeles,Long Beach Unified,Rogers Middle,Active,No Data,No Data,33.766748,-118.131305,8/3/2022,365 Monrovia Ave.,Long Beach,CA,(562) 434-7411,No Data,No Data
19647256015606,Los Angeles,Long Beach Unified,Roosevelt Elementary,Active,No Data,No Data,33.786281,-118.186603,11/5/2021,1574 Linden Ave.,Long Beach,CA,(562) 599-3418,No Data,No Data
19647250115378,Los Angeles,Long Beach Unified,Rosie the Riveter Charter High,Closed,6/30/2012,Information Not Available,No Data,No Data,10/20/2017,690 North Studebaker Rd.,Long Beach,CA,Information Not Available,No Data,Information Not Available
19647256935878,Los Angeles,Long Beach Unified,Saint Anthony High School,Active,No Data,No Data,33.774457,-118.182226,6/27/2022,620 Olive Ave.,Long Beach,CA,(562) 435-4496,No Data,MEureste@la-archdiocese.org
19647257072382,Los Angeles,Long Beach Unified,SEASIDE ACADEMY,Closed,8/12/2004,No Data,No Data,No Data,11/10/2008,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647250101741,Los Angeles,Long Beach Unified,Select Community Day (Secondary),Active,No Data,No Data,33.797004,-118.136196,4/4/2017,2221 Argonne Ave.,Long Beach,CA,(562) 422-0357,No Data,No Data
19647256152813,Los Angeles,Long Beach Unified,Sianez's Homeschool,Closed,7/1/2022,No Data,Information Redacted,Information Redacted,7/1/2022,Information Redacted,Long Beach,CA,Information Redacted,No Data,Information Redacted
19647256015614,Los Angeles,Long Beach Unified,Signal Hill Elementary,Active,No Data,No Data,33.798607,-118.172064,11/5/2021,2285 Walnut Ave.,Signal Hill,CA,(562) 426-8170,No Data,No Data
19647256929319,Los Angeles,Long Beach Unified,Southwestern Longview Private,Closed,11/10/2008,No Data,No Data,No Data,11/10/2008,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647250134908,Los Angeles,Long Beach Unified,Spectrum Center Schools- Long Beach Jordan Plus HS,Active,No Data,http://www.spectrumschools.com/,33.870510,-118.204749,11/30/2018,171 West Bort St.,Long Beach,CA,(562) 422-1966,No Data,ehendricks@spectrumschools.com
19647250134882,Los Angeles,Long Beach Unified,Spectrum Center Schools-Lakewood High School,Active,No Data,No Data,33.837549,-118.120314,6/27/2022,4400 Briercrest Ave,Lakewood,CA,(562) 377-0874,No Data,astute@spectrumschools.com
19647250133041,Los Angeles,Long Beach Unified,Spectrum Center- Long Beach Middle Country Cub,Active,No Data,www.spectrumschools.com,33.840225,-118.151041,6/27/2022,3501 Country Club Dr.,Lakewood,CA,(562) 421-3640,No Data,astute@spectrumschools.com
19647250133033,Los Angeles,Long Beach Unified,Spectrum Center-Long Beach Elementary,Active,No Data,www.spectrumschools.com,33.839813,-118.114105,6/27/2022,6011 Centralia St.,Lakewood,CA,(562) 429-8165,No Data,astute@spectrumschools.com
19647256963417,Los Angeles,Long Beach Unified,St. Anthony Parish,Active,No Data,No Data,33.773039,-118.181029,6/27/2022,855 East 5th St.,Long Beach,CA,(562) 432-5946,No Data,principal@saintanthonylongbeach.org
19647256963433,Los Angeles,Long Beach Unified,St. Athanasius Elementary,Active,No Data,No Data,33.853772,-118.186229,6/27/2022,5377 Linden Ave.,Long Beach,CA,(562) 428-7422,No Data,principal@sharkslongbeach.com
19647256963458,Los Angeles,Long Beach Unified,St. Barnabas Elementary,Active,No Data,No Data,33.831042,-118.176942,6/27/2022,3980 Marron Ave.,Long Beach,CA,(562) 424-7476,No Data,stbarnabas_jkellam@yahoo.com
19647256963656,Los Angeles,Long Beach Unified,St. Cornelius School,Active,No Data,No Data,33.817910,-118.124811,6/27/2022,3330 Bellflower Blvd,Long Beach,CA,(562) 425-7813,No Data,nhayes@stcornelius.net
19647256963664,Los Angeles,Long Beach Unified,St. Cyprian Elementary,Active,No Data,No Data,33.843220,-118.132380,6/27/2022,5133 East Arbor Rd.,Long Beach,CA,(562) 425-7341,No Data,RRiemersma@la-archdiocese.org
19647256964100,Los Angeles,Long Beach Unified,St. Joseph Elementary,Active,No Data,No Data,33.802734,-118.110027,6/27/2022,6200 East Willow St.,Long Beach,CA,(562) 596-6115,No Data,malvarez@sjknights.net
19647256964191,Los Angeles,Long Beach Unified,St. Lucy School,Active,No Data,No Data,33.799435,-118.216177,6/27/2022,2320 Cota Ave.,Long Beach,CA,(562) 424-9062,No Data,principal@stlucyschoollb.org
19647256964241,Los Angeles,Long Beach Unified,St. Maria Goretti School,Active,No Data,No Data,33.829053,-118.107556,6/27/2022,3950 Palo Verde Ave.,Long Beach,CA,(562) 425-5112,No Data,principal@smgschool.com
19647256998355,Los Angeles,Long Beach Unified,St. Timothy Lutheran School,Closed,4/28/2009,No Data,No Data,No Data,4/28/2009,Information Redacted,Lakewood,CA,Information Redacted,No Data,No Data
19647256061378,Los Angeles,Long Beach Unified,Stanford Middle,Active,No Data,No Data,33.799652,-118.118703,8/1/2022,5871 East Los Arcos St.,Long Beach,CA,(562) 594-9793,No Data,No Data
19647256057848,Los Angeles,Long Beach Unified,Stephens Middle,Active,No Data,No Data,33.809075,-118.216917,11/5/2021,1830 West Columbia St.,Long Beach,CA,(562) 595-0841,No Data,No Data
19647256015622,Los Angeles,Long Beach Unified,Stevenson Elementary,Active,No Data,No Data,33.773258,-118.183744,11/5/2021,515 Lime Ave.,Long Beach,CA,(562) 437-0407,No Data,No Data
19647256148977,Los Angeles,Long Beach Unified,Success Work College Preparatory Academy,Active,No Data,No Data,33.818151,-118.185240,1/4/2022,3355 Atlantic Ave.,Long Beach,CA,(562) 349-0300,No Data,valanitta@successworkacademy.education
19647256015630,Los Angeles,Long Beach Unified,Sutter Elementary,Closed,7/1/2007,No Data,No Data,No Data,10/2/2009,5075 Daisy Ave.,Long Beach,CA,Information Not Available,No Data,No Data
19647256163448,Los Angeles,Long Beach Unified,The Muse Academy,Active,No Data,No Data,33.781553,-118.171305,12/11/2021,1135 Gaviota Ave,Long Beach,CA,(562) 612-3174,No Data,bharvey@themuseacademylb.com
19647256136220,Los Angeles,Long Beach Unified,"The Tutoring Center, Inc.",Closed,3/21/2011,No Data,No Data,No Data,3/21/2011,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19647256015648,Los Angeles,Long Beach Unified,Tincher Preparatory,Active,No Data,No Data,33.787467,-118.100582,11/5/2021,1701 Petaluma Ave.,Long Beach,CA,(562) 493-2636,No Data,No Data
19647256143275,Los Angeles,Long Beach Unified,True Social Justice Academy,Closed,5/23/2013,No Data,No Data,No Data,5/23/2013,No Data,No Data,No Data,Information Redacted,No Data,Information Redacted
19647256015655,Los Angeles,Long Beach Unified,Tucker Elementary,Closed,7/1/2013,No Data,33.797035,-118.136231,7/2/2013,2221 Argonne Ave.,Long Beach,CA,Information Not Available,No Data,No Data
19647256015663,Los Angeles,Long Beach Unified,Twain Elementary,Active,No Data,No Data,33.839649,-118.134724,11/5/2021,5021 East Centralia St.,Long Beach,CA,(562) 421-8421,No Data,No Data
19647256107015,Los Angeles,Long Beach Unified,Two Harbors Elementary,Closed,6/30/2015,No Data,33.440050,-118.498432,5/17/2016,1 School House Rd.,Two Harbors,CA,Information Not Available,No Data,No Data
19647256061386,Los Angeles,Long Beach Unified,Washington Middle,Active,No Data,No Data,33.785128,-118.194989,11/5/2021,1450 Cedar Ave.,Long Beach,CA,(562) 591-2434,No Data,No Data
19647256015671,Los Angeles,Long Beach Unified,Webster Elementary,Active,No Data,No Data,33.816208,-118.216015,8/1/2022,1755 West 32nd Way,Long Beach,CA,(562) 595-6568,No Data,No Data
19647257084064,Los Angeles,Long Beach Unified,Westerly School of Long Beach,Active,No Data,No Data,33.807318,-118.156027,6/27/2022,2950 E. 29Th St.,Long Beach,CA,(562) 981-3151,No Data,tdinapoli@westerlyschool.org
19647256015689,Los Angeles,Long Beach Unified,Whittier Elementary,Active,No Data,No Data,33.789148,-118.172051,11/5/2021,1761 Walnut Ave.,Long Beach,CA,(562) 599-6263,No Data,No Data
19647257092935,Los Angeles,Long Beach Unified,Whole Heart Christian Academy,Closed,7/13/2006,No Data,No Data,No Data,7/13/2006,Information Redacted,LAKEWOOD,CA,Information Redacted,No Data,No Data
19647256015697,Los Angeles,Long Beach Unified,Willard Elementary,Active,No Data,No Data,33.779962,-118.155727,11/5/2021,1055 Freeman Ave.,Long Beach,CA,(562) 438-9934,No Data,No Data
19647251939875,Los Angeles,Long Beach Unified,Wilson High School,Active,No Data,No Data,33.778903,-118.141529,8/1/2022,4400 E. 10th St.,Long Beach,CA,(562) 433-0481,No Data,No Data
19647257034812,Los Angeles,Long Beach Unified,WOODS-EDGEWATER PRESCHOOL & KD,Closed,8/12/2004,No Data,No Data,No Data,8/12/2004,Information Redacted,LONG BEACH,CA,Information Redacted,No Data,No Data
19647256954549,Los Angeles,Long Beach Unified,Zinsmeyer Academy,Closed,5/7/2018,Information Redacted,Information Redacted,Information Redacted,5/15/2018,Information Redacted,Long Beach,CA,Information Redacted,No Data,No Data
19744271995075,Los Angeles,Long Beach Unified ROP,Long Beach Unified School District ROP,Active,No Data,No Data,33.804502,-118.149195,7/2/2013,3701B East Willow St.,Long Beach,CA,(562) 595-8893,No Data,No Data
19101991930049,Los Angeles,Los Angeles County Office of Education,Afflerbaugh-Paige,Merged,7/7/1987,No Data,No Data,No Data,12/27/2005,6621 North Stephens Ranch Rd.,La Verne,CA,No Data,No Data,No Data
19101990121921,Los Angeles,Los Angeles County Office of Education,Afflerbaugh-Paige Camp,Active,No Data,No Data,34.152077,-117.742433,11/5/2021,6621 North Stephens Ranch Rd.,La Verne,CA,(909) 593-4926,No Data,No Data
19101990135368,Los Angeles,Los Angeles County Office of Education,Alma Fuerte Public,Active,No Data,www.almafuerteps.org,34.197588,-118.148509,3/25/2022,119 West Palm St.,Altadena,CA,(858) 472-2245,No Data,info@almafuerteps.org
19101991995257,Los Angeles,Los Angeles County Office of Education,Alternative Opportunity Programs,Closed,3/10/2017,Information Not Available,33.914540,-118.132800,6/16/2017,12830 Columbia Way,Downey,CA,Information Not Available,No Data,No Data
19101990136119,Los Angeles,Los Angeles County Office of Education,Animo City of Champions,Active,No Data,http://greendot.org,33.951586,-118.325055,3/25/2022,9330 South Eighth Ave.,Inglewood,CA,(323) 565-1600,No Data,cha.cde@greendot.org
19101991932797,Los Angeles,Los Angeles County Office of Education,Artesian Oaks,Merged,11/3/1986,No Data,No Data,No Data,6/24/1999,36491 Bouquet Canyon Rd.,Saugus,CA,No Data,No Data,No Data
19101990109660,Los Angeles,Los Angeles County Office of Education,Aspire Antonio Maria Lugo Academy,Active,No Data,www.aspirepublicschools.org,33.984203,-118.196598,11/5/2021,6100 Carmelita Avenue,Huntington Park,CA,(323) 585-1153,No Data,data-contact@aspirepublicschools.org
19101990112128,Los Angeles,Los Angeles County Office of Education,Aspire Ollin University Preparatory Academy,Active,No Data,www.aspirepublicschools.org,33.990154,-118.226537,11/5/2021,2540 East 58th Street,Huntington Park,CA,(323) 277-2901,No Data,data-contact@aspirepublicschools.org
19101996094015,Los Angeles,Los Angeles County Office of Education,Aviva Center,Merged,6/30/1987,No Data,No Data,No Data,6/24/1999,7357 Hollywood Blvd.,Los Angeles,CA,No Data,No Data,No Data
19101991932631,Los Angeles,Los Angeles County Office of Education,Azusa Community Day Center,Merged,11/3/1986,No Data,No Data,No Data,6/24/1999,695 Arrow Hwy.,Azusa,CA,No Data,No Data,No Data
19101991930569,Los Angeles,Los Angeles County Office of Education,Baldwin Park Cont Hi Sch (Defu,Merged,11/3/1986,No Data,No Data,No Data,6/24/1999,No Data,No Data,No Data,No Data,No Data,No Data
19101991932714,Los Angeles,Los Angeles County Office of Education,Barley Flats Camp,Merged,11/3/1986,No Data,No Data,No Data,6/24/1999,Star Rt.,La Canada,CA,No Data,No Data,No Data
19101991930742,Los Angeles,Los Angeles County Office of Education,Bellflower Cont. High,Merged,11/3/1986,No Data,No Data,No Data,6/24/1999,No Data,No Data,No Data,No Data,No Data,No Data
19101991932177,Los Angeles,Los Angeles County Office of Education,Boys Republic Community Day Ce,Merged,6/30/1989,No Data,No Data,No Data,12/27/2005,315 South Ivy St.,Monrovia,CA,No Data,No Data,No Data
19101990140798,Los Angeles,Los Angeles County Office of Education,Bridges Preparatory Academy,Active,No Data,http://bpacompton.org,33.893146,-118.215427,1/21/2022,400 South Santa Fe Ave.,Compton,CA,(310) 877-6004,No Data,agomez@bpacompton.org
19101996071716,Los Angeles,Los Angeles County Office of Education,Calif State Univ At L.A. Clini,Closed,6/30/1989,No Data,No Data,No Data,6/24/1999,5151 State College Dr.,Los Angeles,CA,No Data,No Data,No Data
19101996155097,Los Angeles,Los Angeles County Office of Education,California Homeschool Network,Closed,4/30/2019,No Data,Information Redacted,Information Redacted,4/30/2019,Information Redacted,Panorama City,CA,Information Redacted,No Data,Information Redacted
19101991933357,Los Angeles,Los Angeles County Office of Education,Camp 15,Closed,11/13/1985,No Data,No Data,No Data,6/24/1999,125000 Big Tujunga Canyon Rd.,Tujunga,CA,No Data,No Data,No Data
19101990124925,Los Angeles,Los Angeles County Office of Education,Celerity Sirius Charter,Closed,6/30/2016,Information Not Available,33.915978,-118.222636,10/20/2017,310 East El Segundo Blvd.,Compton,CA,Information Not Available,No Data,Information Not Available
19101990121897,Los Angeles,Los Angeles County Office of Education,Central Juvenile Hall,Active,No Data,No Data,34.063497,-118.205870,11/5/2021,1605 Eastlake Ave.,Los Angeles,CA,(323) 225-4362,No Data,No Data
19101991934504,Los Angeles,Los Angeles County Office of Education,Central Juvenile Hall - Coed,Merged,11/3/1986,No Data,No Data,No Data,6/24/1999,1605 Eastlake Ave.,Los Angeles,CA,No Data,No Data,No Data
19101991934496,Los Angeles,Los Angeles County Office of Education,Central Juvenile Hall-Boys,Merged,11/3/1986,No Data,No Data,No Data,6/24/1999,1605 Eastlake Ave.,Los Angeles,CA,No Data,No Data,No Data
19101991932557,Los Angeles,Los Angeles County Office of Education,Circle Y Placement CDC,Merged,11/3/1986,No Data,No Data,No Data,12/27/2005,7744 West Ave. I,Lancaster,CA,No Data,No Data,No Data
19101996145403,Los Angeles,Los Angeles County Office of Education,Creative Learning Academy,Closed,6/30/2020,No Data,Information Redacted,Information Redacted,6/30/2020,Information Redacted,"Comptonville, Califia Republic",CA,Information Redacted,No Data,Information Redacted
19101996085716,Los Angeles,Los Angeles County Office of Education,Crenshaw Community Day Center,Merged,11/4/1986,No Data,No Data,No Data,6/24/1999,3614 Jefferson Blvd.,Los Angeles,CA,No Data,No Data,No Data
19101996093876,Los Angeles,Los Angeles County Office of Education,Crittenton Placement CDC,Merged,11/4/1986,No Data,No Data,No Data,6/24/1999,234 East Ave. 33,Los Angeles,CA,No Data,No Data,No Data
19101990138669,Los Angeles,Los Angeles County Office of Education,DaVinci RISE High School,Active,No Data,www.davincischools.org,33.917773,-118.383986,11/5/2021,201 North Douglas St.,El Segundo,CA,(310) 725-5800,No Data,ewhalen@davincischools.org
19101991932268,Los Angeles,Los Angeles County Office of Education,Dewey (John) Continuation High,Closed,6/30/1989,No Data,No Data,No Data,6/24/1999,No Data,No Data,No Data,No Data,No Data,No Data
19101991932730,Los Angeles,Los Angeles County Office of Education,East Los Angeles CDC,Closed,6/30/1989,No Data,No Data,No Data,6/24/1999,4909 E. Brooklyn Ave.,Los Angeles,CA,No Data,No Data,No Data
19101991996172,Los Angeles,Los Angeles County Office of Education,East Los Angeles County Community,Closed,6/30/2017,No Data,34.048695,-118.160835,7/20/2018,1260 South Monterey Pass Rd.,Monterey Park,CA,Information Not Available,No Data,No Data
19101991996180,Los Angeles,Los Angeles County Office of Education,Eastern Community Day,Closed,12/23/2011,No Data,33.995114,-118.065103,7/2/2013,5777 South Lockheed Ave.,Whittier,CA,Information Not Available,No Data,No Data
19101991932565,Los Angeles,Los Angeles County Office of Education,Echo High School-Defunct,Closed,6/30/1989,No Data,No Data,No Data,6/24/1999,No Data,No Data,No Data,No Data,No Data,No Data
